ORIGIN,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
ORD,5880169.0,17.314679363733266,0.0,1556.0,398836.0,1.1744079904359759,0.0,1167.0,1653736.0,4.869572386824732,0.0,1324.0,1420842.0,4.183795339304959,0.0,1288.0,1482.0,0.00436388049681101,0.0,172.0,2405273.0,7.082539766670789,0.0,1514.0
DFW,4419086.0,14.520036537602188,0.0,1627.0,323553.0,1.0631160791735668,0.0,1264.0,1459904.0,4.79688773230292,0.0,1619.0,807090.0,2.6519004810346187,0.0,1073.0,1761.0,0.005786215598138948,0.0,192.0,1826778.0,6.0023460294929425,0.0,1173.0
ATL,3693902.0,9.351437562182127,0.0,1461.0,254586.0,0.6445068340215033,0.0,1161.0,1360297.0,3.4437114091071344,0.0,1444.0,885994.0,2.2429716791262986,0.0,1215.0,3666.0,0.009280801196934753,0.0,286.0,1189359.0,3.0109668387302566,0.0,1046.0
DEN,3654332.0,14.499821446993565,0.0,1624.0,217401.0,0.8626133811590868,0.0,1111.0,1117132.0,4.432606159681938,0.0,1594.0,799294.0,3.1714743716918097,0.0,923.0,2150.0,0.008530865863045876,0.0,336.0,1518355.0,6.024596668597685,0.0,1227.0
LGA,3121800.0,18.1854192759153,0.0,1654.0,127630.0,0.7434829464363731,0.0,1203.0,688980.0,4.01351469431742,0.0,1556.0,797337.0,4.644726647831533,0.0,1523.0,2603.0,0.015163254012174875,0.0,816.0,1505250.0,8.768531733317799,0.0,1248.0
CLT,2912683.0,12.368290756530897,0.0,1467.0,183164.0,0.7777796650473894,0.0,1080.0,836627.0,3.5526166049529504,0.0,1467.0,578506.0,2.4565427862893636,0.0,1160.0,8979.0,0.0381280361449876,0.0,560.0,1305407.0,5.543223664096206,0.0,982.0
EWR,2855069.0,20.98065857834672,0.0,1400.0,145215.0,1.0671217877587613,0.0,1239.0,699046.0,5.136984590060332,0.0,1202.0,670106.0,4.924317134647747,0.0,952.0,2311.0,0.016982532462283494,0.0,288.0,1338391.0,9.835252533417597,0.0,1365.0
IAH,2718027.0,15.12636903966876,0.0,1596.0,238160.0,1.3254084858198656,0.0,1103.0,919218.0,5.115633765193001,0.0,1596.0,581831.0,3.2380069898935933,0.0,1000.0,1026.0,0.005709897155068786,0.0,156.0,977792.0,5.44160990160723,0.0,1021.0
SFO,2516050.0,14.720801787991903,0.0,1724.0,37460.0,0.21916942627458783,0.0,906.0,780907.0,4.5688985361401375,0.0,1690.0,499985.0,2.9252916603283445,0.0,1138.0,2951.0,0.0172655893469383,0.0,176.0,1194747.0,6.990176575901894,0.0,1437.0
BOS,2456189.0,16.313255492680852,0.0,1558.0,106412.0,0.7067559310326506,0.0,935.0,741524.0,4.924975425732579,0.0,1538.0,654739.0,4.348576020828352,0.0,1237.0,1735.0,0.011523338912356207,0.0,107.0,951779.0,6.321424776174916,0.0,1247.0
LAX,2363305.0,10.744639739579545,0.0,2041.0,24636.0,0.11200625591038045,0.0,1521.0,855332.0,3.888721175529206,0.0,2041.0,547449.0,2.488947588564778,0.0,894.0,5360.0,0.024368953226158434,0.0,306.0,930528.0,4.230595766349022,0.0,1390.0
MCO,2144704.0,14.988077767062212,0.0,1726.0,138408.0,0.9672522956937398,0.0,1026.0,631579.0,4.413735027324695,0.0,1523.0,538686.0,3.7645603589249026,0.0,1051.0,12064.0,0.08430821697625338,0.0,419.0,823967.0,5.75822186814262,0.0,1716.0
DCA,1981037.0,14.212392745430023,0.0,1933.0,105363.0,0.7558972077940712,0.0,1055.0,480317.0,3.445899216575315,0.0,1933.0,495489.0,3.5547464631101673,0.0,1428.0,1418.0,0.010173042155709243,0.0,134.0,898450.0,6.44567681579476,0.0,1368.0
DTW,1964328.0,12.142871272439542,0.0,2649.0,206317.0,1.2753882102764453,0.0,1211.0,700381.0,4.329539834825182,0.0,2592.0,520043.0,3.2147458088126206,0.0,1207.0,3439.0,0.02125883981998912,0.0,475.0,534148.0,3.301938578705306,0.0,1370.0
JFK,1957133.0,15.392921467615714,0.0,1507.0,106230.0,0.8355027724251839,0.0,1223.0,657134.0,5.168382555350191,0.0,1507.0,615127.0,4.837995988831649,0.0,1106.0,3041.0,0.023917574422902984,0.0,434.0,575601.0,4.527122576585788,0.0,853.0
MSP,1859290.0,11.551254970178926,0.0,1780.0,236440.0,1.4689363817097416,0.0,1196.0,565452.0,3.512997017892644,0.0,1780.0,525354.0,3.2638792246520874,0.0,1195.0,3310.0,0.020564115308151092,0.0,1047.0,528734.0,3.284878230616302,0.0,1456.0
LAS,1809698.0,11.03339836605292,0.0,1910.0,44770.0,0.2729545177417388,0.0,1280.0,614399.0,3.745878551396171,0.0,1910.0,386539.0,2.3566577246677234,0.0,1375.0,1565.0,0.009541519326911352,0.0,136.0,762425.0,4.648366052920376,0.0,1609.0
PHX,1776781.0,10.134040198941413,0.0,1566.0,23682.0,0.13507254973535315,0.0,870.0,661075.0,3.7705044259901443,0.0,1566.0,325280.0,1.8552655594086511,0.0,488.0,3818.0,0.021776327797043256,0.0,226.0,762926.0,4.351421336010221,0.0,1018.0
PHL,1641142.0,13.773631778163843,0.0,1546.0,55815.0,0.46843920739230055,0.0,1082.0,482448.0,4.0490470075786185,0.0,1546.0,446851.0,3.7502916467339764,0.0,862.0,1839.0,0.015434196943374374,0.0,178.0,654189.0,5.490419719515573,0.0,1046.0
FLL,1489613.0,15.136959017975999,0.0,1440.0,77083.0,0.7832921785609039,0.0,1237.0,458493.0,4.659055574185288,0.0,1421.0,438742.0,4.458352386468717,0.0,1188.0,5026.0,0.05107256450121432,0.0,278.0,510269.0,5.185186314259875,0.0,1217.0
SEA,1420668.0,9.944685944685945,0.0,1587.0,73804.0,0.5166285166285166,0.0,1259.0,454588.0,3.182119182119182,0.0,1587.0,424975.0,2.9748279748279747,0.0,920.0,1865.0,0.013055013055013056,0.0,133.0,465436.0,3.258055258055258,0.0,1396.0
MIA,1176629.0,13.188838074741632,0.0,1350.0,73835.0,0.8276167417669873,0.0,946.0,411363.0,4.610969130405541,0.0,1350.0,319485.0,3.581108346223687,0.0,1075.0,1730.0,0.019391575313291637,0.0,187.0,370216.0,4.149752281032125,0.0,951.0
BWI,1136312.0,10.858005580399801,0.0,1431.0,54697.0,0.5226560409738944,0.0,906.0,409089.0,3.909041394335512,0.0,1396.0,264838.0,2.5306539769904064,0.0,1078.0,4566.0,0.04363031762412568,0.0,387.0,403122.0,3.852023850475863,0.0,807.0
IAD,1047703.0,15.135186282016093,0.0,1407.0,94971.0,1.371957297430045,0.0,1083.0,343872.0,4.9675974748277305,0.0,1401.0,235955.0,3.4086214119584533,0.0,1128.0,872.0,0.012596969215434177,0.0,77.0,372033.0,5.37441312858443,0.0,1407.0
SLC,1037458.0,9.01118735342656,0.0,1756.0,88232.0,0.7663684530530704,0.0,1091.0,397225.0,3.4502301745852515,0.0,1756.0,237423.0,2.0622166246851386,0.0,1447.0,392.0,0.003404846695040389,0.0,71.0,314186.0,2.7289672544080603,0.0,1072.0
BNA,985992.0,11.929150434340746,0.0,1501.0,27510.0,0.33283325670868924,0.0,979.0,257027.0,3.1096740629612603,0.0,1501.0,280625.0,3.3951774868729885,0.0,1243.0,894.0,0.010816173445931231,0.0,442.0,419936.0,5.080649454351876,0.0,852.0
TPA,931280.0,12.157861068682358,0.0,1453.0,46265.0,0.6039896082194285,0.0,925.0,235556.0,3.0751837491351064,0.0,1433.0,246401.0,3.216765231922088,0.0,1081.0,506.0,0.00660583036332067,0.0,29.0,402552.0,5.255316649042416,0.0,1188.0
MDW,931182.0,11.11686544178217,0.0,1322.0,37363.0,0.44605613457015625,0.0,912.0,395554.0,4.722299822117164,0.0,1305.0,154888.0,1.8491219273426214,0.0,439.0,1822.0,0.02175184747442188,0.0,339.0,341555.0,4.077635710277808,0.0,457.0
RDU,911338.0,14.205031485753477,0.0,1628.0,30850.0,0.4808591558077187,0.0,1077.0,234005.0,3.6474374961032483,0.0,1628.0,288519.0,4.497147577779163,0.0,1268.0,570.0,0.008884593802606148,0.0,47.0,357394.0,5.570702662260739,0.0,981.0
SAN,871047.0,9.319000748903392,0.0,1779.0,13999.0,0.14976997967262223,0.0,586.0,242427.0,2.5936343211725688,0.0,1337.0,235636.0,2.520979993580828,0.0,874.0,1361.0,0.014560821654006633,0.0,84.0,377624.0,4.040055632823366,0.0,1778.0
STL,813079.0,11.88694609727928,0.0,1658.0,32076.0,0.46894051256560576,0.0,1320.0,241941.0,3.5370974108565663,0.0,1551.0,206975.0,3.025906054005058,0.0,1250.0,493.0,0.0072074969664186195,0.0,60.0,331594.0,4.847794622885631,0.0,1137.0
AUS,793481.0,11.876502372363833,0.0,1570.0,41096.0,0.6151082905509572,0.0,1338.0,231867.0,3.4704913861489874,0.0,1570.0,201589.0,3.017302540000898,0.0,1020.0,1014.0,0.015177141488677014,0.0,51.0,317915.0,4.758423014174313,0.0,1387.0
DAL,715451.0,9.68042269338493,0.0,1129.0,28364.0,0.38377961492145535,0.0,580.0,257062.0,3.478182039590296,0.0,1129.0,119415.0,1.6157468169456208,0.0,423.0,1230.0,0.016642537242751027,0.0,63.0,309380.0,4.186071684684807,0.0,436.0
MSY,700227.0,12.038838456777388,0.0,1226.0,24952.0,0.4289938793755588,0.0,937.0,171443.0,2.947579258647961,0.0,1142.0,192734.0,3.3136304243174473,0.0,1226.0,2009.0,0.03454026545629599,0.0,265.0,309089.0,5.314094628980125,0.0,1116.0
CVG,676422.0,14.019980516923331,0.0,1842.0,28394.0,0.5885132754368148,0.0,1196.0,190156.0,3.9413020498683857,0.0,1842.0,221714.0,4.595394532302526,0.0,1567.0,433.0,0.00897465127365432,0.0,85.0,235725.0,4.885796008041951,0.0,1447.0
CLE,651229.0,13.125647485639423,0.0,1561.0,19832.0,0.39971782726997884,0.0,1431.0,170342.0,3.4332762269474957,0.0,1561.0,223400.0,4.5026705633377,0.0,1119.0,373.0,0.007517887735563842,0.0,44.0,237282.0,4.782464980348685,0.0,1228.0
HOU,608376.0,10.069949515848712,0.0,1428.0,31776.0,0.525962095506083,0.0,774.0,255558.0,4.230042208060912,0.0,1143.0,89931.0,1.4885541670115037,0.0,1427.0,3181.0,0.05265248696515766,0.0,366.0,227930.0,3.7727385583050568,0.0,914.0
PIT,603150.0,11.967024463800321,0.0,1473.0,16562.0,0.32860459117874646,0.0,872.0,136651.0,2.711275569929168,0.0,1444.0,203340.0,4.034443761036488,0.0,1101.0,562.0,0.011150572409277594,0.0,279.0,246035.0,4.881549969246642,0.0,814.0
IND,588332.0,11.973786506563549,0.0,1397.0,19152.0,0.38978325022896104,0.0,880.0,157615.0,3.207794850920932,0.0,1397.0,195683.0,3.9825582578609953,0.0,1283.0,611.0,0.012435127709372138,0.0,195.0,215271.0,4.381215019843289,0.0,1334.0
MCI,567726.0,10.333187725237524,0.0,1423.0,25759.0,0.4688398674966328,0.0,1422.0,148581.0,2.704324560445561,0.0,1394.0,162880.0,2.9645808306941865,0.0,1070.0,368.0,0.006697972407265844,0.0,84.0,230138.0,4.188744494193878,0.0,644.0
CMH,538171.0,11.236006430465373,0.0,1638.0,17263.0,0.36041923293734474,0.0,1438.0,144898.0,3.025199908136209,0.0,1622.0,181755.0,3.7947053051339332,0.0,1016.0,206.0,0.0043008956719627536,0.0,68.0,194049.0,4.051381088585924,0.0,934.0
PDX,491274.0,7.867811213785814,0.0,1489.0,12206.0,0.19548053362374082,0.0,1398.0,143548.0,2.2989381976585896,0.0,1489.0,148130.0,2.3723194695792826,0.0,836.0,703.0,0.01125862814496885,0.0,135.0,186687.0,2.9898143847792316,0.0,805.0
SJC,476247.0,7.565961300162043,0.0,1561.0,5373.0,0.08535887903917644,0.0,306.0,163046.0,2.590251961999174,0.0,1561.0,94378.0,1.4993486480475329,0.0,382.0,1104.0,0.017538842817653225,0.0,141.0,212346.0,3.373462968258507,0.0,702.0
RSW,461635.0,13.388874387308217,0.0,1313.0,18111.0,0.5252762551118072,0.0,1139.0,109888.0,3.187099393833928,0.0,1313.0,125632.0,3.6437251660430987,0.0,1152.0,102.0,0.002958322457147829,0.0,58.0,207902.0,6.029815249862235,0.0,845.0
OAK,445515.0,8.39501403832746,0.0,1170.0,3397.0,0.0640110045412576,0.0,287.0,193756.0,3.651020369707362,0.0,1142.0,58992.0,1.1116094141589252,0.0,295.0,2837.0,0.05345870470519512,0.0,156.0,186533.0,3.5149145452147206,0.0,930.0
SJU,423307.0,15.778552258834054,0.0,1473.0,3185.0,0.11871924854629491,0.0,1036.0,150402.0,5.6061577456388845,0.0,1473.0,52861.0,1.9703667809751007,0.0,944.0,650.0,0.02422841807067243,0.0,245.0,216209.0,8.059080065603101,0.0,1213.0
PBI,419384.0,16.090546347452424,0.0,1187.0,8474.0,0.32512277470841006,0.0,914.0,104397.0,4.005409760589319,0.0,1180.0,143190.0,5.4937845303867405,0.0,1065.0,321.0,0.012315837937384898,0.0,57.0,163002.0,6.253913443830571,0.0,637.0
JAX,408181.0,12.029382293999765,0.0,1449.0,18683.0,0.5506012024048096,0.0,911.0,107138.0,3.1574325120829894,0.0,1445.0,107850.0,3.17841565483909,0.0,1424.0,531.0,0.01564894494872097,0.0,119.0,173979.0,5.1272839797241545,0.0,1199.0
SAT,407533.0,10.008915195127342,0.0,1353.0,13734.0,0.33730382886754917,0.0,1141.0,127293.0,3.126286317754255,0.0,1336.0,91204.0,2.239948915686323,0.0,1024.0,235.0,0.005771545054891077,0.0,44.0,175067.0,4.299604587764325,0.0,877.0
SMF,396154.0,7.695000194242648,0.0,1155.0,5086.0,0.09879181072996387,0.0,419.0,118386.0,2.2995610116157104,0.0,1155.0,78739.0,1.5294471854240317,0.0,452.0,721.0,0.014004894914727478,0.0,196.0,193222.0,3.7531952915582147,0.0,954.0
SNA,359352.0,8.817588457574717,0.0,1596.0,11639.0,0.2855915983707121,0.0,650.0,89017.0,2.184251852578888,0.0,1596.0,101490.0,2.4903076998576825,0.0,912.0,190.0,0.004662119055798204,0.0,60.0,157016.0,3.852775187711636,0.0,1053.0
ORF,356709.0,14.413649587845482,0.0,1569.0,11752.0,0.47486665589138516,0.0,1226.0,95969.0,3.877848715047681,0.0,1564.0,106608.0,4.307742039760789,0.0,1322.0,30.0,0.001212219169225796,0.0,10.0,142350.0,5.751979957976402,0.0,711.0
MKE,356542.0,11.540443437449426,0.0,1209.0,19715.0,0.6381291471111831,0.0,1132.0,92490.0,2.9936882990775207,0.0,1209.0,99069.0,3.206635377892863,0.0,822.0,304.0,0.00983977989966014,0.0,121.0,144964.0,4.692150833468199,0.0,933.0
RIC,345228.0,13.915994840374072,0.0,1795.0,13121.0,0.5289019671073847,0.0,1123.0,86606.0,3.491051273782651,0.0,1784.0,116445.0,4.693848758465012,0.0,964.0,407.0,0.016405998065140277,0.0,120.0,128649.0,5.185786842953886,0.0,1198.0
BDL,338770.0,11.803832752613241,0.0,1459.0,17341.0,0.6042160278745644,0.0,1440.0,95236.0,3.3183275261324043,0.0,1458.0,84647.0,2.9493728222996514,0.0,907.0,216.0,0.007526132404181185,0.0,98.0,141330.0,4.924390243902439,0.0,1007.0
MEM,328931.0,12.745311531308122,0.0,1737.0,10196.0,0.3950712957222567,0.0,1196.0,84968.0,3.2923124612523247,0.0,1214.0,94095.0,3.6459624922504648,0.0,1711.0,141.0,0.0054634221946683196,0.0,19.0,139531.0,5.406501859888406,0.0,857.0
BUF,326537.0,13.138207129637081,0.0,1609.0,11090.0,0.44620584211796893,0.0,490.0,74912.0,3.0140822402832543,0.0,1303.0,98211.0,3.9515168584533678,0.0,995.0,229.0,0.009213808642472036,0.0,110.0,142095.0,5.717188380140017,0.0,1122.0
CHS,315933.0,12.285942057165078,0.0,1467.0,9699.0,0.37717285630954694,0.0,1174.0,78590.0,3.056192883531013,0.0,1443.0,95397.0,3.7097802838810034,0.0,1084.0,205.0,0.007972000777756174,0.0,42.0,132042.0,5.134824032665759,0.0,964.0
OKC,314231.0,13.024039457868778,0.0,1571.0,23958.0,0.992995399345132,0.0,1151.0,99562.0,4.1265801798814605,0.0,1571.0,64931.0,2.6912173084096653,0.0,1082.0,301.0,0.012475649687072574,0.0,51.0,125479.0,5.200770920545447,0.0,1071.0
OMA,313890.0,12.091294298921417,0.0,1553.0,18360.0,0.7072419106317411,0.0,1203.0,83862.0,3.230431432973806,0.0,1553.0,88728.0,3.417873651771957,0.0,879.0,1130.0,0.04352850539291217,0.0,1048.0,121810.0,4.692218798151002,0.0,1001.0
HNL,312587.0,5.9952626632655015,0.0,1928.0,4845.0,0.09292468209977177,0.0,182.0,178318.0,3.4200502502924874,0.0,1928.0,24815.0,0.47593931605899614,0.0,112.0,8917.0,0.1710236099656687,0.0,1078.0,95692.0,1.8353248048485777,0.0,1040.0
SDF,311902.0,12.8149061177534,0.0,2034.0,13891.0,0.5707301039483956,0.0,1416.0,90337.0,3.7116151033321008,0.0,1601.0,88015.0,3.6162126628045526,0.0,1215.0,154.0,0.006327293643945931,0.0,70.0,119505.0,4.9100209540244055,0.0,2010.0
BUR,298675.0,9.3613853627958,0.0,1267.0,4608.0,0.14442877291960507,0.0,360.0,71782.0,2.2498667920388655,0.0,1267.0,78582.0,2.4629995298542546,0.0,404.0,187.0,0.0058611502899232094,0.0,46.0,143516.0,4.4982291176931515,0.0,563.0
GRR,275119.0,14.331353857373548,0.0,1792.0,19679.0,1.0251080898056988,0.0,1575.0,74734.0,3.8930041152263373,0.0,1792.0,79891.0,4.161639839558264,0.0,971.0,134.0,0.006980257331874772,0.0,48.0,100681.0,5.244621555451372,0.0,620.0
SAV,258933.0,14.67874149659864,0.0,1335.0,10107.0,0.5729591836734694,0.0,1332.0,66815.0,3.7876984126984126,0.0,1087.0,76841.0,4.356065759637188,0.0,1191.0,68.0,0.003854875283446712,0.0,30.0,105102.0,5.958163265306123,0.0,1269.0
ABQ,258409.0,10.889090219544057,0.0,1608.0,14219.0,0.5991740761029877,0.0,1552.0,80046.0,3.3730563398086892,0.0,1533.0,54136.0,2.2812355147275714,0.0,1068.0,1933.0,0.08145463739412583,0.0,277.0,108075.0,4.554169651510683,0.0,1276.0
BHM,257252.0,13.209345314505777,0.0,1467.0,9362.0,0.4807188703465982,0.0,864.0,68039.0,3.493658536585366,0.0,1449.0,62495.0,3.2089858793324777,0.0,1218.0,416.0,0.021360718870346598,0.0,262.0,116940.0,6.004621309370989,0.0,564.0
TYS,254925.0,14.13658293129263,0.0,1418.0,16899.0,0.9371152886374979,0.0,806.0,86608.0,4.802750512948483,0.0,1394.0,58609.0,3.2500970443076582,0.0,1043.0,124.0,0.00687628237120834,0.0,29.0,92685.0,5.139743803027782,0.0,1357.0
HPN,230766.0,19.886763185108585,0.0,1282.0,15908.0,1.3709065839365735,0.0,1270.0,81830.0,7.051878662530162,0.0,1267.0,36621.0,3.155894519131334,0.0,402.0,231.0,0.019906928645294725,0.0,64.0,96176.0,8.288176490865219,0.0,579.0
PVD,230163.0,12.674871964315216,0.0,1660.0,6897.0,0.3798116636378655,0.0,817.0,63227.0,3.4818547276832423,0.0,1660.0,57736.0,3.179470235145107,0.0,982.0,477.0,0.02626796629770362,0.0,165.0,101826.0,5.607467371551297,0.0,544.0
GSP,228487.0,14.262609238451935,0.0,1508.0,10312.0,0.6436953807740324,0.0,1072.0,68175.0,4.25561797752809,0.0,1500.0,59651.0,3.723533083645443,0.0,1298.0,49.0,0.0030586766541822723,0.0,23.0,90300.0,5.6367041198501875,0.0,571.0
XNA,220262.0,15.583840384887505,0.0,1486.0,19446.0,1.3758313287109099,0.0,921.0,51059.0,3.6124946936465263,0.0,1304.0,73033.0,5.167185510117447,0.0,1486.0,44.0,0.0031130607046837414,0.0,35.0,76680.0,5.425215791707938,0.0,673.0
ROC,219589.0,15.052714559912257,0.0,1461.0,8549.0,0.586029613380861,0.0,1302.0,55289.0,3.7900329037565124,0.0,1459.0,70106.0,4.805730737592542,0.0,1251.0,56.0,0.003838771593090211,0.0,19.0,85589.0,5.867082533589252,0.0,615.0
DSM,214694.0,12.665565453365582,0.0,1647.0,12402.0,0.731638251430594,0.0,820.0,60038.0,3.5418559377027905,0.0,1647.0,61630.0,3.6357737006666273,0.0,1020.0,60.0,0.003539614182054156,0.0,19.0,80564.0,4.7527579493835175,0.0,877.0
MSN,212920.0,15.154448398576513,0.0,1540.0,16441.0,1.1701779359430604,0.0,1388.0,55773.0,3.969608540925267,0.0,1505.0,61832.0,4.40085409252669,0.0,1157.0,72.0,0.005124555160142348,0.0,25.0,78802.0,5.608683274021352,0.0,1032.0
SYR,210827.0,14.895223964956903,0.0,2695.0,8156.0,0.576232867034054,0.0,1165.0,63675.0,4.498728274692667,0.0,2695.0,59967.0,4.236752861381942,0.0,1055.0,11.0,7.771654655927653E-4,0.0,11.0,79018.0,5.582732796382648,0.0,1115.0
OGG,210795.0,7.714081826831589,0.0,2350.0,8038.0,0.2941520895850106,0.0,990.0,95123.0,3.481043694649784,0.0,2315.0,18648.0,0.6824269926077728,0.0,156.0,76.0,0.0027812339896069677,0.0,14.0,88910.0,3.2536778159994144,0.0,981.0
RNO,210766.0,10.526720607331935,0.0,1442.0,8416.0,0.42033762860853063,0.0,1097.0,63985.0,3.195734691838977,0.0,1408.0,49213.0,2.4579462591149737,0.0,385.0,267.0,0.013335331135750673,0.0,91.0,88885.0,4.439366696633703,0.0,1274.0
TUS,203672.0,10.548580899109178,0.0,1576.0,9571.0,0.4957012637248809,0.0,1194.0,66694.0,3.4542158690698157,0.0,1558.0,52981.0,2.7439921276154964,0.0,551.0,192.0,0.009944064636420136,0.0,49.0,74234.0,3.844727574062565,0.0,1460.0
ONT,202899.0,8.97465498938429,0.0,1422.0,5992.0,0.2650389242745931,0.0,341.0,51584.0,2.2816702052370843,0.0,1381.0,48307.0,2.136721514508139,0.0,429.0,56.0,0.0024769992922859165,0.0,56.0,96960.0,4.288747346072187,0.0,552.0
TUL,197195.0,11.541995902838748,0.0,1589.0,10883.0,0.6369915130231197,0.0,416.0,61498.0,3.5995317529997073,0.0,1546.0,47317.0,2.7695054141059408,0.0,1080.0,55.0,0.003219198127011999,0.0,31.0,77442.0,4.532748024582967,0.0,689.0
GSO,196784.0,13.447041137078038,0.0,1768.0,10281.0,0.7025420254202542,0.0,900.0,53694.0,3.6691266912669125,0.0,1768.0,56045.0,3.8297799644663115,0.0,1317.0,40.0,0.0027333606669400026,0.0,25.0,76724.0,5.242859095257619,0.0,1651.0
