ORIGIN,SUM OF ALL DELAYS,AVERAGE OF ALL DELAYS,MIN OF ALL DELAYS,MAX OF ALL DELAYS,SUM OF WEATHER DELAY,AVERAGE OF WEATHER DELAY,MIN OF WEATHER DELAY,MAX OF WEATHER DELAY,SUM OF CARRIER DELAY,AVERAGE OF CARRIER DELAY,MIN OF CARRIER DELAY,MAX OF CARRIER DELAY,SUM OF NAS DELAY,AVERAGE OF NAS DELAY,MIN OF NAS DELAY,MAX OF NAS DELAY,SUM OF SECURITY DELAY,AVERAGE OF SECURITY DELAY,MIN OF SECURITY DELAY,MAX OF SECURITY DELAY,SUM OF LATE AIRCRAFT DELAY,AVERAGE OF LATE AIRCRAFT DELAY,MIN OF LATE AIRCRAFT DELAY,MAX OF LATE AIRCRAFT DELAY
BPT,15937.0,15.921078921078921,0.0,568.0,3116.0,3.1128871128871127,0.0,396.0,3900.0,3.896103896103896,0.0,493.0,2847.0,2.844155844155844,0.0,304.0,25.0,0.024975024975024976,0.0,15.0,6049.0,6.042957042957043,0.0,568.0
DBQ,15652.0,14.920877025738799,0.0,444.0,1694.0,1.6148713060057198,0.0,383.0,1986.0,1.8932316491897045,0.0,325.0,4118.0,3.9256434699714013,0.0,246.0,0.0,0.0,0.0,0.0,7854.0,7.487130600571973,0.0,367.0
SJT,15652.0,8.321105794790006,0.0,500.0,2766.0,1.470494417862839,0.0,367.0,4347.0,2.311004784688995,0.0,500.0,1614.0,0.8580542264752791,0.0,109.0,11.0,0.005847953216374269,0.0,11.0,6914.0,3.675704412546518,0.0,199.0
SCK,15573.0,15.046376811594202,0.0,820.0,536.0,0.5178743961352656,0.0,172.0,4912.0,4.745893719806763,0.0,476.0,2169.0,2.0956521739130434,0.0,167.0,98.0,0.09468599033816426,0.0,20.0,7858.0,7.592270531400966,0.0,815.0
PUB,15559.0,16.6051227321238,0.0,739.0,701.0,0.7481323372465315,0.0,216.0,4606.0,4.915688367129135,0.0,739.0,3001.0,3.2027748132337246,0.0,412.0,0.0,0.0,0.0,0.0,7251.0,7.7385272145144075,0.0,665.0
ROW,15023.0,10.846931407942238,0.0,821.0,2084.0,1.504693140794224,0.0,628.0,5996.0,4.329241877256318,0.0,821.0,1264.0,0.9126353790613718,0.0,91.0,0.0,0.0,0.0,0.0,5679.0,4.100361010830325,0.0,520.0
EAU,14925.0,20.501373626373628,0.0,1106.0,1161.0,1.5947802197802199,0.0,1106.0,4694.0,6.447802197802198,0.0,927.0,5177.0,7.111263736263736,0.0,407.0,0.0,0.0,0.0,0.0,3893.0,5.347527472527473,0.0,260.0
OGS,14888.0,28.14366729678639,0.0,1316.0,223.0,0.4215500945179584,0.0,99.0,6605.0,12.485822306238186,0.0,1316.0,3444.0,6.510396975425331,0.0,304.0,20.0,0.03780718336483932,0.0,16.0,4596.0,8.688090737240076,0.0,414.0
LAR,14545.0,23.272,0.0,950.0,1066.0,1.7056,0.0,435.0,5123.0,8.1968,0.0,950.0,5391.0,8.6256,0.0,863.0,22.0,0.0352,0.0,22.0,2943.0,4.7088,0.0,283.0
UIN,14515.0,23.003169572107765,0.0,940.0,760.0,1.2044374009508716,0.0,343.0,4300.0,6.814580031695721,0.0,749.0,4362.0,6.91283676703645,0.0,588.0,0.0,0.0,0.0,0.0,5093.0,8.071315372424722,0.0,940.0
SPS,14438.0,11.476947535771066,0.0,1020.0,1266.0,1.0063593004769475,0.0,317.0,5251.0,4.174085850556438,0.0,1020.0,2419.0,1.9228934817170111,0.0,148.0,0.0,0.0,0.0,0.0,5502.0,4.373608903020668,0.0,612.0
ABR,14401.0,19.201333333333334,0.0,1059.0,2109.0,2.812,0.0,401.0,7257.0,9.676,0.0,1026.0,1027.0,1.3693333333333333,0.0,87.0,26.0,0.034666666666666665,0.0,19.0,3982.0,5.309333333333333,0.0,481.0
GCC,14379.0,18.625647668393782,0.0,1175.0,910.0,1.1787564766839378,0.0,329.0,5277.0,6.835492227979275,0.0,875.0,3751.0,4.858808290155441,0.0,1175.0,0.0,0.0,0.0,0.0,4441.0,5.7525906735751295,0.0,481.0
CSG,14354.0,11.266875981161695,0.0,423.0,980.0,0.7692307692307693,0.0,385.0,4702.0,3.6907378335949765,0.0,422.0,1742.0,1.3673469387755102,0.0,176.0,0.0,0.0,0.0,0.0,6930.0,5.43956043956044,0.0,343.0
IMT,14278.0,21.058997050147493,0.0,1463.0,2392.0,3.528023598820059,0.0,1460.0,4955.0,7.308259587020649,0.0,1204.0,717.0,1.0575221238938053,0.0,67.0,0.0,0.0,0.0,0.0,6214.0,9.165191740412979,0.0,512.0
ABY,13984.0,13.914427860696517,0.0,1191.0,1291.0,1.2845771144278606,0.0,286.0,4961.0,4.936318407960199,0.0,957.0,709.0,0.7054726368159204,0.0,47.0,28.0,0.027860696517412936,0.0,28.0,6995.0,6.960199004975125,0.0,848.0
MKG,13887.0,19.10178817056396,0.0,1019.0,348.0,0.4786795048143054,0.0,325.0,6272.0,8.627235213204951,0.0,1019.0,3129.0,4.3039889958734525,0.0,323.0,0.0,0.0,0.0,0.0,4138.0,5.691884456671252,0.0,604.0
ESC,13473.0,21.5568,0.0,1066.0,431.0,0.6896,0.0,158.0,3026.0,4.8416,0.0,957.0,969.0,1.5504,0.0,82.0,8.0,0.0128,0.0,5.0,9039.0,14.4624,0.0,1066.0
CNY,13473.0,21.626003210272874,0.0,1471.0,523.0,0.8394863563402889,0.0,153.0,3880.0,6.22792937399679,0.0,1421.0,2276.0,3.653290529695024,0.0,454.0,0.0,0.0,0.0,0.0,6794.0,10.905296950240771,0.0,910.0
PIR,13473.0,20.506849315068493,0.0,867.0,2982.0,4.538812785388128,0.0,867.0,3231.0,4.917808219178082,0.0,515.0,1734.0,2.6392694063926943,0.0,226.0,19.0,0.0289193302891933,0.0,11.0,5507.0,8.382039573820396,0.0,678.0
PVU,13438.0,18.383036935704514,0.0,1532.0,552.0,0.7551299589603283,0.0,86.0,6033.0,8.253077975376197,0.0,1460.0,844.0,1.1545827633378933,0.0,59.0,0.0,0.0,0.0,0.0,6009.0,8.220246238030096,0.0,1495.0
HTS,13414.0,18.866385372714486,0.0,735.0,1233.0,1.7341772151898733,0.0,218.0,2851.0,4.009845288326301,0.0,732.0,1278.0,1.7974683544303798,0.0,161.0,33.0,0.046413502109704644,0.0,17.0,8019.0,11.278481012658228,0.0,384.0
PIB,13332.0,18.80394922425952,0.0,717.0,981.0,1.383638928067701,0.0,203.0,4968.0,7.007052186177715,0.0,717.0,860.0,1.2129760225669957,0.0,94.0,22.0,0.031029619181946404,0.0,15.0,6501.0,9.169252468265162,0.0,230.0
CIU,13252.0,19.574593796159526,0.0,969.0,2471.0,3.649926144756278,0.0,906.0,3769.0,5.567208271787297,0.0,969.0,834.0,1.2319054652880355,0.0,255.0,579.0,0.8552437223042836,0.0,550.0,5599.0,8.270310192023633,0.0,248.0
PRC,13182.0,17.886024423337854,0.0,781.0,690.0,0.9362279511533242,0.0,359.0,5205.0,7.062415196743555,0.0,749.0,3385.0,4.592944369063772,0.0,781.0,16.0,0.021709633649932156,0.0,16.0,3886.0,5.2727272727272725,0.0,241.0
OTH,13133.0,34.28981723237598,0.0,1074.0,53.0,0.13838120104438642,0.0,34.0,3042.0,7.942558746736292,0.0,1060.0,2947.0,7.6945169712793735,0.0,256.0,22.0,0.057441253263707574,0.0,15.0,7069.0,18.45691906005222,0.0,378.0
APN,13093.0,20.9488,0.0,1550.0,5474.0,8.7584,0.0,1550.0,3505.0,5.608,0.0,1144.0,915.0,1.464,0.0,386.0,37.0,0.0592,0.0,23.0,3162.0,5.0592,0.0,203.0
ATY,12647.0,24.181644359464627,0.0,1251.0,2215.0,4.235181644359464,0.0,733.0,4960.0,9.483747609942638,0.0,1220.0,2576.0,4.925430210325048,0.0,312.0,0.0,0.0,0.0,0.0,2896.0,5.537284894837476,0.0,249.0
HVN,12439.0,11.485687903970453,0.0,487.0,186.0,0.17174515235457063,0.0,132.0,3700.0,3.4164358264081254,0.0,487.0,3425.0,3.162511542012927,0.0,178.0,0.0,0.0,0.0,0.0,5128.0,4.734995383194829,0.0,283.0
RHI,12433.0,15.425558312655086,0.0,1206.0,3828.0,4.749379652605459,0.0,597.0,4736.0,5.875930521091812,0.0,1206.0,910.0,1.1290322580645162,0.0,59.0,1.0,0.0012406947890818859,0.0,1.0,2958.0,3.6699751861042182,0.0,240.0
BQK,12378.0,11.936354869816778,0.0,1045.0,1199.0,1.1562198649951785,0.0,299.0,4080.0,3.9344262295081966,0.0,1045.0,1370.0,1.321118611378978,0.0,70.0,0.0,0.0,0.0,0.0,5729.0,5.524590163934426,0.0,270.0
LBL,12281.0,19.6496,0.0,1431.0,1374.0,2.1984,0.0,905.0,4363.0,6.9808,0.0,1414.0,3553.0,5.6848,0.0,375.0,0.0,0.0,0.0,0.0,2991.0,4.7856,0.0,411.0
CYS,12148.0,23.588349514563106,0.0,1157.0,542.0,1.0524271844660193,0.0,119.0,6654.0,12.920388349514564,0.0,1154.0,1161.0,2.254368932038835,0.0,105.0,42.0,0.08155339805825243,0.0,31.0,3749.0,7.279611650485437,0.0,337.0
RFD,12138.0,16.205607476635514,0.0,1432.0,558.0,0.7449933244325768,0.0,124.0,4561.0,6.089452603471295,0.0,1409.0,1748.0,2.3337783711615487,0.0,67.0,31.0,0.04138851802403204,0.0,31.0,5240.0,6.995994659546062,0.0,333.0
VLD,11873.0,11.471497584541062,0.0,803.0,1653.0,1.5971014492753624,0.0,730.0,4344.0,4.197101449275363,0.0,803.0,1042.0,1.0067632850241546,0.0,77.0,0.0,0.0,0.0,0.0,4834.0,4.670531400966183,0.0,357.0
VEL,11586.0,18.507987220447284,0.0,1363.0,697.0,1.1134185303514377,0.0,109.0,3610.0,5.766773162939297,0.0,1324.0,1293.0,2.0654952076677318,0.0,113.0,18.0,0.02875399361022364,0.0,18.0,5968.0,9.533546325878595,0.0,339.0
ALO,11538.0,16.482857142857142,0.0,578.0,452.0,0.6457142857142857,0.0,215.0,3944.0,5.634285714285714,0.0,578.0,3799.0,5.427142857142857,0.0,379.0,0.0,0.0,0.0,0.0,3343.0,4.775714285714286,0.0,263.0
EAR,11515.0,16.834795321637426,0.0,1002.0,1309.0,1.9137426900584795,0.0,952.0,4863.0,7.109649122807017,0.0,982.0,2993.0,4.375730994152047,0.0,266.0,0.0,0.0,0.0,0.0,2350.0,3.435672514619883,0.0,257.0
HOB,11402.0,15.243315508021391,0.0,1325.0,182.0,0.24331550802139038,0.0,53.0,3129.0,4.183155080213904,0.0,1305.0,5428.0,7.25668449197861,0.0,818.0,0.0,0.0,0.0,0.0,2663.0,3.5601604278074865,0.0,236.0
MVY,11380.0,20.615942028985508,0.0,1162.0,294.0,0.532608695652174,0.0,191.0,3179.0,5.759057971014493,0.0,1162.0,2627.0,4.759057971014493,0.0,334.0,56.0,0.10144927536231885,0.0,56.0,5224.0,9.46376811594203,0.0,375.0
TXK,11145.0,8.973429951690822,0.0,472.0,1270.0,1.0225442834138487,0.0,387.0,2333.0,1.8784219001610305,0.0,310.0,1446.0,1.1642512077294687,0.0,108.0,0.0,0.0,0.0,0.0,6096.0,4.908212560386473,0.0,468.0
HLN,10817.0,8.006661732050333,0.0,701.0,698.0,0.5166543301258327,0.0,236.0,4728.0,3.4996299037749816,0.0,701.0,2894.0,2.142116950407106,0.0,131.0,0.0,0.0,0.0,0.0,2497.0,1.848260547742413,0.0,234.0
IAG,10767.0,12.711924439197167,0.0,727.0,1407.0,1.6611570247933884,0.0,268.0,2382.0,2.812278630460449,0.0,151.0,2989.0,3.5289256198347108,0.0,630.0,0.0,0.0,0.0,0.0,3989.0,4.709563164108618,0.0,696.0
BJI,10609.0,14.297843665768195,0.0,1734.0,1812.0,2.442048517520216,0.0,445.0,5136.0,6.921832884097035,0.0,1665.0,534.0,0.7196765498652291,0.0,77.0,57.0,0.07681940700808626,0.0,57.0,3070.0,4.137466307277628,0.0,358.0
BFF,10589.0,16.9424,0.0,936.0,1013.0,1.6208,0.0,266.0,4534.0,7.2544,0.0,925.0,3053.0,4.8848,0.0,656.0,0.0,0.0,0.0,0.0,1989.0,3.1824,0.0,265.0
BLI,10468.0,5.695321001088139,0.0,544.0,382.0,0.20783460282916214,0.0,141.0,2655.0,1.4445048966267682,0.0,544.0,2499.0,1.3596300326441784,0.0,402.0,34.0,0.018498367791077257,0.0,15.0,4898.0,2.6648531011969534,0.0,219.0
LBE,10196.0,9.111706881143878,0.0,471.0,220.0,0.1966041108132261,0.0,63.0,2853.0,2.549597855227882,0.0,314.0,2116.0,1.8909740840035747,0.0,419.0,52.0,0.04647006255585344,0.0,32.0,4955.0,4.428060768543342,0.0,471.0
SIT,10168.0,7.559851301115241,0.0,701.0,1651.0,1.2275092936802974,0.0,701.0,3379.0,2.512267657992565,0.0,539.0,849.0,0.6312267657992565,0.0,79.0,246.0,0.1828996282527881,0.0,68.0,4043.0,3.0059479553903348,0.0,289.0
CPR,9420.0,8.928909952606634,0.0,897.0,932.0,0.8834123222748815,0.0,189.0,2835.0,2.6872037914691944,0.0,894.0,3270.0,3.0995260663507107,0.0,421.0,0.0,0.0,0.0,0.0,2383.0,2.2587677725118485,0.0,178.0
ISN,8960.0,14.154818325434439,0.0,727.0,1377.0,2.175355450236967,0.0,443.0,4373.0,6.908372827804107,0.0,727.0,939.0,1.4834123222748816,0.0,44.0,8.0,0.01263823064770932,0.0,8.0,2263.0,3.575039494470774,0.0,348.0
SWO,8916.0,10.154897494305239,0.0,531.0,1667.0,1.898633257403189,0.0,338.0,2631.0,2.996583143507973,0.0,527.0,1245.0,1.417995444191344,0.0,255.0,0.0,0.0,0.0,0.0,3373.0,3.8416856492027334,0.0,337.0
DRT,8873.0,12.272475795297373,0.0,1098.0,2267.0,3.135546334716459,0.0,370.0,3678.0,5.087136929460581,0.0,1095.0,713.0,0.9861687413554634,0.0,66.0,0.0,0.0,0.0,0.0,2215.0,3.063623789764869,0.0,279.0
RKS,8699.0,11.835374149659865,0.0,983.0,229.0,0.3115646258503401,0.0,193.0,952.0,1.2952380952380953,0.0,222.0,2828.0,3.8476190476190477,0.0,272.0,3.0,0.004081632653061225,0.0,3.0,4687.0,6.37687074829932,0.0,983.0
LBF,8389.0,13.4224,0.0,1210.0,96.0,0.1536,0.0,96.0,3398.0,5.4368,0.0,1207.0,3124.0,4.9984,0.0,403.0,13.0,0.0208,0.0,8.0,1758.0,2.8128,0.0,152.0
GCK,8387.0,11.520604395604396,0.0,519.0,2942.0,4.041208791208791,0.0,352.0,1825.0,2.506868131868132,0.0,445.0,1108.0,1.521978021978022,0.0,79.0,16.0,0.02197802197802198,0.0,10.0,2496.0,3.4285714285714284,0.0,239.0
INL,8267.0,12.757716049382717,0.0,1029.0,614.0,0.9475308641975309,0.0,465.0,1452.0,2.240740740740741,0.0,367.0,798.0,1.2314814814814814,0.0,114.0,0.0,0.0,0.0,0.0,5403.0,8.337962962962964,0.0,1021.0
GGG,8237.0,8.77209797657082,0.0,562.0,1411.0,1.5026624068157615,0.0,253.0,2178.0,2.319488817891374,0.0,562.0,1454.0,1.5484558040468583,0.0,159.0,40.0,0.042598509052183174,0.0,23.0,3154.0,3.3588924387646433,0.0,430.0
BRD,7847.0,12.33805031446541,0.0,1429.0,3137.0,4.932389937106918,0.0,1306.0,1152.0,1.8113207547169812,0.0,215.0,1646.0,2.588050314465409,0.0,529.0,8.0,0.012578616352201259,0.0,8.0,1904.0,2.993710691823899,0.0,182.0
ELM,7673.0,12.724709784411276,0.0,1521.0,1112.0,1.8441127694859039,0.0,330.0,2925.0,4.850746268656716,0.0,1521.0,901.0,1.494195688225539,0.0,98.0,17.0,0.028192371475953566,0.0,8.0,2718.0,4.507462686567164,0.0,187.0
BTM,7459.0,11.017725258493353,0.0,1267.0,1606.0,2.3722304283604134,0.0,405.0,3459.0,5.10930576070901,0.0,1261.0,633.0,0.9350073855243722,0.0,49.0,0.0,0.0,0.0,0.0,1761.0,2.601181683899557,0.0,266.0
PSM,7367.0,17.334117647058825,0.0,490.0,645.0,1.5176470588235293,0.0,324.0,1997.0,4.698823529411765,0.0,490.0,1266.0,2.978823529411765,0.0,81.0,26.0,0.0611764705882353,0.0,26.0,3433.0,8.07764705882353,0.0,280.0
CDC,7258.0,9.5249343832021,0.0,627.0,488.0,0.6404199475065617,0.0,314.0,2256.0,2.9606299212598426,0.0,618.0,1050.0,1.3779527559055118,0.0,57.0,0.0,0.0,0.0,0.0,3464.0,4.545931758530184,0.0,269.0
LWS,7037.0,7.108080808080808,0.0,1088.0,1999.0,2.019191919191919,0.0,1005.0,2677.0,2.7040404040404042,0.0,1088.0,241.0,0.24343434343434345,0.0,32.0,0.0,0.0,0.0,0.0,2120.0,2.1414141414141414,0.0,273.0
PIH,6717.0,6.162385321100918,0.0,228.0,472.0,0.43302752293577984,0.0,153.0,1010.0,0.926605504587156,0.0,157.0,596.0,0.5467889908256881,0.0,35.0,0.0,0.0,0.0,0.0,4639.0,4.255963302752294,0.0,228.0
XWA,6464.0,31.22705314009662,0.0,887.0,1749.0,8.44927536231884,0.0,429.0,2050.0,9.903381642512077,0.0,887.0,423.0,2.0434782608695654,0.0,62.0,91.0,0.4396135265700483,0.0,34.0,2151.0,10.391304347826088,0.0,488.0
STX,6331.0,7.08165548098434,0.0,383.0,15.0,0.016778523489932886,0.0,13.0,2073.0,2.3187919463087248,0.0,383.0,1201.0,1.3434004474272931,0.0,105.0,23.0,0.025727069351230425,0.0,17.0,3019.0,3.3769574944071588,0.0,259.0
BET,6304.0,7.62273276904474,0.0,356.0,66.0,0.07980652962515115,0.0,16.0,746.0,0.9020556227327691,0.0,148.0,667.0,0.8065296251511487,0.0,29.0,997.0,1.2055622732769045,0.0,41.0,3828.0,4.628778718258767,0.0,344.0
WRG,6093.0,8.415745856353592,0.0,323.0,221.0,0.3052486187845304,0.0,79.0,924.0,1.276243093922652,0.0,314.0,880.0,1.2154696132596685,0.0,60.0,0.0,0.0,0.0,0.0,4068.0,5.6187845303867405,0.0,270.0
HIB,6059.0,9.678913738019169,0.0,477.0,1429.0,2.2827476038338657,0.0,457.0,1565.0,2.5,0.0,445.0,1050.0,1.6773162939297124,0.0,378.0,0.0,0.0,0.0,0.0,2015.0,3.218849840255591,0.0,474.0
PSG,5739.0,7.926795580110498,0.0,298.0,68.0,0.09392265193370165,0.0,45.0,372.0,0.5138121546961326,0.0,58.0,900.0,1.2430939226519337,0.0,39.0,0.0,0.0,0.0,0.0,4399.0,6.0759668508287294,0.0,288.0
LYH,5482.0,5.991256830601093,0.0,372.0,64.0,0.06994535519125683,0.0,25.0,2435.0,2.66120218579235,0.0,372.0,829.0,0.9060109289617486,0.0,155.0,5.0,0.00546448087431694,0.0,5.0,2149.0,2.3486338797814206,0.0,318.0
COD,5411.0,11.997782705099779,0.0,579.0,91.0,0.2017738359201774,0.0,34.0,1186.0,2.6297117516629713,0.0,370.0,590.0,1.3082039911308203,0.0,91.0,4.0,0.008869179600886918,0.0,3.0,3540.0,7.849223946784923,0.0,273.0
CDV,5145.0,7.126038781163435,0.0,252.0,2.0,0.002770083102493075,0.0,2.0,363.0,0.502770083102493,0.0,61.0,808.0,1.1191135734072022,0.0,36.0,115.0,0.1592797783933518,0.0,23.0,3857.0,5.342105263157895,0.0,252.0
EKO,4969.0,7.350591715976331,0.0,1248.0,971.0,1.4363905325443787,0.0,526.0,2865.0,4.238165680473373,0.0,1246.0,173.0,0.2559171597633136,0.0,31.0,0.0,0.0,0.0,0.0,960.0,1.4201183431952662,0.0,329.0
YAK,4818.0,6.673130193905817,0.0,223.0,169.0,0.23407202216066483,0.0,81.0,990.0,1.371191135734072,0.0,203.0,540.0,0.7479224376731302,0.0,34.0,27.0,0.037396121883656507,0.0,14.0,3092.0,4.282548476454294,0.0,204.0
HGR,4796.0,26.207650273224044,0.0,942.0,394.0,2.1530054644808745,0.0,166.0,1472.0,8.043715846994536,0.0,885.0,371.0,2.0273224043715845,0.0,96.0,61.0,0.3333333333333333,0.0,29.0,2498.0,13.650273224043715,0.0,273.0
WYS,4683.0,17.738636363636363,0.0,1250.0,82.0,0.3106060606060606,0.0,58.0,2194.0,8.31060606060606,0.0,1069.0,22.0,0.08333333333333333,0.0,6.0,0.0,0.0,0.0,0.0,2385.0,9.034090909090908,0.0,1246.0
GUC,4377.0,18.2375,0.0,1249.0,569.0,2.370833333333333,0.0,117.0,867.0,3.6125,0.0,163.0,515.0,2.1458333333333335,0.0,93.0,0.0,0.0,0.0,0.0,2426.0,10.108333333333333,0.0,1211.0
OTZ,3942.0,5.475,0.0,644.0,255.0,0.3541666666666667,0.0,62.0,579.0,0.8041666666666667,0.0,95.0,464.0,0.6444444444444445,0.0,56.0,0.0,0.0,0.0,0.0,2644.0,3.672222222222222,0.0,641.0
BKG,3879.0,16.792207792207794,0.0,230.0,0.0,0.0,0.0,0.0,458.0,1.9826839826839826,0.0,182.0,1647.0,7.12987012987013,0.0,204.0,0.0,0.0,0.0,0.0,1774.0,7.67965367965368,0.0,230.0
ADQ,3796.0,5.921996879875195,0.0,189.0,128.0,0.1996879875195008,0.0,66.0,885.0,1.3806552262090483,0.0,106.0,424.0,0.6614664586583463,0.0,37.0,72.0,0.11232449297971919,0.0,30.0,2287.0,3.56786271450858,0.0,180.0
SCC,3781.0,3.826923076923077,0.0,354.0,109.0,0.11032388663967611,0.0,31.0,158.0,0.15991902834008098,0.0,37.0,497.0,0.5030364372469636,0.0,61.0,15.0,0.015182186234817813,0.0,12.0,3002.0,3.0384615384615383,0.0,354.0
GUM,3608.0,4.300357568533969,0.0,377.0,139.0,0.16567342073897498,0.0,41.0,1994.0,2.3766388557806915,0.0,146.0,654.0,0.7794994040524433,0.0,55.0,0.0,0.0,0.0,0.0,821.0,0.9785458879618594,0.0,377.0
ART,3415.0,13.938775510204081,0.0,419.0,310.0,1.2653061224489797,0.0,178.0,1232.0,5.0285714285714285,0.0,251.0,378.0,1.542857142857143,0.0,83.0,16.0,0.0653061224489796,0.0,16.0,1479.0,6.036734693877551,0.0,412.0
SPN,3334.0,7.04862579281184,0.0,1391.0,13.0,0.02748414376321353,0.0,13.0,1766.0,3.733615221987315,0.0,1382.0,224.0,0.47357293868921774,0.0,44.0,0.0,0.0,0.0,0.0,1331.0,2.813953488372093,0.0,144.0
STC,2937.0,21.595588235294116,0.0,981.0,301.0,2.213235294117647,0.0,163.0,1654.0,12.161764705882353,0.0,981.0,202.0,1.4852941176470589,0.0,40.0,22.0,0.16176470588235295,0.0,15.0,758.0,5.573529411764706,0.0,308.0
BFM,2605.0,16.4873417721519,0.0,254.0,0.0,0.0,0.0,0.0,80.0,0.5063291139240507,0.0,46.0,1325.0,8.386075949367088,0.0,97.0,0.0,0.0,0.0,0.0,1200.0,7.594936708860759,0.0,254.0
HYA,2583.0,31.120481927710845,0.0,342.0,0.0,0.0,0.0,0.0,442.0,5.325301204819277,0.0,148.0,917.0,11.048192771084338,0.0,315.0,0.0,0.0,0.0,0.0,1224.0,14.74698795180723,0.0,264.0
PPG,2443.0,20.358333333333334,0.0,1001.0,1138.0,9.483333333333333,0.0,915.0,586.0,4.883333333333334,0.0,71.0,0.0,0.0,0.0,0.0,142.0,1.1833333333333333,0.0,86.0,577.0,4.808333333333334,0.0,104.0
OME,2393.0,3.314404432132964,0.0,265.0,53.0,0.07340720221606649,0.0,25.0,254.0,0.3518005540166205,0.0,64.0,374.0,0.518005540166205,0.0,47.0,127.0,0.17590027700831026,0.0,44.0,1585.0,2.1952908587257616,0.0,250.0
SMX,2384.0,12.352331606217616,0.0,298.0,79.0,0.40932642487046633,0.0,33.0,894.0,4.632124352331606,0.0,230.0,293.0,1.5181347150259068,0.0,98.0,0.0,0.0,0.0,0.0,1118.0,5.7927461139896375,0.0,298.0
OGD,2260.0,21.523809523809526,0.0,433.0,791.0,7.533333333333333,0.0,395.0,420.0,4.0,0.0,111.0,261.0,2.4857142857142858,0.0,46.0,0.0,0.0,0.0,0.0,788.0,7.504761904761905,0.0,236.0
BRW,2012.0,2.7637362637362637,0.0,200.0,171.0,0.2348901098901099,0.0,39.0,198.0,0.27197802197802196,0.0,60.0,344.0,0.4725274725274725,0.0,35.0,49.0,0.0673076923076923,0.0,16.0,1250.0,1.717032967032967,0.0,200.0
OWB,1850.0,18.137254901960784,0.0,180.0,232.0,2.2745098039215685,0.0,161.0,419.0,4.107843137254902,0.0,102.0,166.0,1.6274509803921569,0.0,129.0,0.0,0.0,0.0,0.0,1033.0,10.127450980392156,0.0,180.0
ADK,1801.0,17.317307692307693,0.0,206.0,23.0,0.22115384615384615,0.0,15.0,95.0,0.9134615384615384,0.0,35.0,236.0,2.269230769230769,0.0,112.0,1035.0,9.951923076923077,0.0,98.0,412.0,3.9615384615384617,0.0,182.0
GST,600.0,7.317073170731708,0.0,140.0,27.0,0.32926829268292684,0.0,27.0,13.0,0.15853658536585366,0.0,8.0,146.0,1.7804878048780488,0.0,29.0,14.0,0.17073170731707318,0.0,14.0,400.0,4.878048780487805,0.0,140.0
PGV,537.0,6.7125,0.0,127.0,0.0,0.0,0.0,0.0,109.0,1.3625,0.0,35.0,89.0,1.1125,0.0,62.0,0.0,0.0,0.0,0.0,339.0,4.2375,0.0,127.0
DLG,531.0,6.475609756097561,0.0,114.0,17.0,0.2073170731707317,0.0,17.0,149.0,1.8170731707317074,0.0,30.0,35.0,0.4268292682926829,0.0,14.0,29.0,0.35365853658536583,0.0,25.0,301.0,3.6707317073170733,0.0,93.0
AKN,78.0,1.278688524590164,0.0,62.0,0.0,0.0,0.0,0.0,13.0,0.21311475409836064,0.0,13.0,3.0,0.04918032786885246,0.0,3.0,62.0,1.0163934426229508,0.0,62.0,0.0,0.0,0.0,0.0
