DEST_CITY_NAME,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,MIN_OF_ALL_DELAYS,MAX_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,MIN_OF_WEATHER_DELAY,MAX_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,MIN_OF_CARRIER_DELAY,MAX_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,MIN_OF_NAS_DELAY,MAX_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,MIN_OF_SECURITY_DELAY,MAX_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY,MIN_OF_LATE_AIRCRAFT_DELAY,MAX_OF_LATE_AIRCRAFT_DELAY
"Chicago, IL",7065160.0,16.689485743982235,0.0,2695.0,387210.0,0.914676493515697,0.0,1847.0,1742934.0,4.117199348026363,0.0,2695.0,2386196.0,5.636727848250773,0.0,1567.0,5588.0,0.013200103937826281,0.0,560.0,2543232.0,6.007681950251577,0.0,2014.0
"New York, NY",5583053.0,18.685229003162704,0.0,2649.0,235935.0,0.7896216469485768,0.0,1184.0,1273850.0,4.263290885054971,0.0,2592.0,2316974.0,7.754393480479927,0.0,1427.0,5211.0,0.01744005087099851,0.0,221.0,1751083.0,5.86048293980823,0.0,1651.0
"Dallas/Fort Worth, TX",4626406.0,15.20113949255124,0.0,2034.0,328590.0,1.0796593350988677,0.0,1552.0,1363865.0,4.481297602071327,0.0,1910.0,1084179.0,3.5623238025142436,0.0,1238.0,5812.0,0.01909668600868748,0.0,332.0,1843960.0,6.058762066858115,0.0,2010.0
"Atlanta, GA",3852883.0,9.753492175198595,0.0,1464.0,243450.0,0.6162885480955684,0.0,1390.0,1309590.0,3.3151995058553108,0.0,1365.0,814901.0,2.0629047201956325,0.0,1188.0,4504.0,0.011401781148582625,0.0,264.0,1480438.0,3.7476976199035,0.0,1317.0
"Newark, NJ",3395660.0,24.945343951103407,0.0,1844.0,105173.0,0.772626428844289,0.0,1431.0,579437.0,4.256685081249449,0.0,1564.0,1830338.0,13.446107960389057,0.0,1741.0,1637.0,0.012025800005876995,0.0,219.0,879075.0,6.457898680614734,0.0,1401.0
"Denver, CO",3395183.0,13.469527580297067,0.0,1570.0,176072.0,0.6985210105370064,0.0,1570.0,1001814.0,3.9744429986035295,0.0,1460.0,930655.0,3.692137711057509,0.0,1493.0,3868.0,0.015345309127840549,0.0,265.0,1282774.0,5.089080550971182,0.0,1480.0
"San Francisco, CA",3341915.0,19.547249160651827,0.0,1909.0,102187.0,0.5977036369804523,0.0,1239.0,708500.0,4.144098826667291,0.0,1780.0,1536308.0,8.986044008750278,0.0,1447.0,2132.0,0.012470315735292397,0.0,312.0,992788.0,5.806932372518513,0.0,1384.0
"Houston, TX",3233273.0,13.466584199653472,0.0,1737.0,197828.0,0.8239537518326003,0.0,1422.0,864182.0,3.5993186058909767,0.0,1571.0,905291.0,3.770537618286019,0.0,1711.0,3081.0,0.012832367053178728,0.0,210.0,1262891.0,5.2599418565906975,0.0,1262.0
"Boston, MA",2782509.0,18.48180054996878,0.0,1596.0,107098.0,0.7113593793589011,0.0,1051.0,681836.0,4.528846792512986,0.0,1596.0,927691.0,6.16184890471193,0.0,1065.0,1613.0,0.010713763832246237,0.0,113.0,1064271.0,7.069031709552719,0.0,1304.0
"Washington, DC",2770157.0,13.28262089137158,0.0,1585.0,134828.0,0.6464865383232241,0.0,1223.0,803208.0,3.8513006161444223,0.0,1585.0,577282.0,2.768008439020882,0.0,1251.0,2477.0,0.011876962911462204,0.0,249.0,1252362.0,6.004948334971591,0.0,1199.0
"Charlotte, NC",2626871.0,11.154915283026881,0.0,1842.0,115737.0,0.49147309864537775,0.0,935.0,829400.0,3.5220179200815322,0.0,1842.0,444659.0,1.888228799524396,0.0,1075.0,2624.0,0.01114272368253429,0.0,140.0,1234451.0,5.24205274109304,0.0,1456.0
"Los Angeles, CA",2568511.0,11.675262277495955,0.0,1928.0,109652.0,0.49842724413171147,0.0,1116.0,915454.0,4.1612302041855305,0.0,1928.0,524687.0,2.3849842724413173,0.0,1051.0,7431.0,0.033777886870670376,0.0,1078.0,1011287.0,4.596842669866724,0.0,1241.0
"Phoenix, AZ",2020907.0,11.16128551230504,0.0,2350.0,79384.0,0.4384306101709893,0.0,1092.0,736258.0,4.066285954137763,0.0,2315.0,292462.0,1.6152410197499227,0.0,1083.0,3810.0,0.021042283391507974,0.0,210.0,908993.0,5.020285644854858,0.0,2206.0
"Orlando, FL",1938856.0,13.549432195394667,0.0,1223.0,73110.0,0.51091931933331,0.0,892.0,583800.0,4.079807121143296,0.0,1220.0,446561.0,3.1207309829134493,0.0,964.0,5103.0,0.03566162339704392,0.0,442.0,830282.0,5.802313148607569,0.0,964.0
"Detroit, MI",1920005.0,11.870861438967237,0.0,1575.0,180248.0,1.1144236773607188,0.0,1575.0,611145.0,3.778541000735744,0.0,1546.0,312788.0,1.9338819470635151,0.0,1075.0,2075.0,0.012829152781298496,0.0,156.0,813749.0,5.031185661025961,0.0,1367.0
"Minneapolis, MN",1888395.0,11.732440744307414,0.0,1734.0,210756.0,1.3094094622720636,0.0,1460.0,581825.0,3.614830232052437,0.0,1665.0,370955.0,2.304712497281849,0.0,972.0,2183.0,0.013562797055077506,0.0,550.0,722676.0,4.489925755645988,0.0,1222.0
"Las Vegas, NV",1763174.0,10.748242838767885,0.0,1478.0,61283.0,0.37357887870863127,0.0,869.0,505203.0,3.0796986156068837,0.0,1450.0,422765.0,2.5771596471656824,0.0,912.0,4101.0,0.024999542802801703,0.0,262.0,769822.0,4.692806154483885,0.0,1078.0
"Philadelphia, PA",1617893.0,13.578167749299226,0.0,2041.0,57116.0,0.4793460563640331,0.0,801.0,496951.0,4.170661496886383,0.0,2041.0,414962.0,3.4825687765412825,0.0,910.0,1655.0,0.013889588263927355,0.0,215.0,647209.0,5.4317018312436005,0.0,1778.0
"Seattle, WA",1483960.0,10.388893945015786,0.0,1454.0,53962.0,0.37777668876583054,0.0,1265.0,435590.0,3.049474590628741,0.0,1244.0,424073.0,2.9688464796522007,0.0,1138.0,2589.0,0.01812504813043874,0.0,161.0,567746.0,3.974671137838576,0.0,1454.0
"Fort Lauderdale, FL",1452502.0,14.757299900432812,0.0,1966.0,48579.0,0.4935586125617215,0.0,1008.0,476797.0,4.844217991181192,0.0,1966.0,329609.0,3.3488001137910715,0.0,1288.0,2527.0,0.025674110499258326,0.0,195.0,594990.0,6.04504907239957,0.0,898.0
"Salt Lake City, UT",1122222.0,9.73711519105959,0.0,1486.0,88851.0,0.7709280533092702,0.0,1236.0,415556.0,3.605629403394301,0.0,1433.0,158406.0,1.3744316801443792,0.0,1299.0,2200.0,0.01908860583764273,0.0,1048.0,457209.0,3.967037448373998,0.0,1437.0
"Miami, FL",1077004.0,12.074712708111441,0.0,1570.0,49293.0,0.5526430853747407,0.0,1338.0,396254.0,4.442558439374404,0.0,1570.0,193969.0,2.1746622568529625,0.0,1215.0,2811.0,0.031515219462974385,0.0,816.0,434677.0,4.873333707046359,0.0,1514.0
"Baltimore, MD",938826.0,8.970332221786947,0.0,1235.0,40184.0,0.38395169072893875,0.0,959.0,297029.0,2.8380645716087485,0.0,1235.0,201045.0,1.9209528086452192,0.0,998.0,3173.0,0.030317507333339704,0.0,344.0,397395.0,3.7970456434707,0.0,927.0
"Tampa, FL",893396.0,11.662980901032624,0.0,998.0,40914.0,0.5341183535462983,0.0,457.0,302103.0,3.9438519079385386,0.0,972.0,183007.0,2.3890941371522567,0.0,994.0,2076.0,0.027101473871098288,0.0,366.0,365296.0,4.768815028524432,0.0,859.0
"Nashville, TN",884551.0,10.701594560588463,0.0,1285.0,41924.0,0.5072106078203639,0.0,989.0,299948.0,3.6288714672861015,0.0,1285.0,139320.0,1.6855400696864111,0.0,817.0,1468.0,0.017760356174990322,0.0,419.0,401891.0,4.862212059620596,0.0,735.0
"San Diego, CA",860067.0,9.200151897650935,0.0,1036.0,33941.0,0.36306747678747164,0.0,821.0,291334.0,3.116404946300971,0.0,998.0,169473.0,1.8128556758375765,0.0,795.0,1994.0,0.021329853236917547,0.0,178.0,363325.0,3.886493945487998,0.0,864.0
"Raleigh/Durham, NC",810889.0,12.6391352463488,0.0,1123.0,37999.0,0.5922814346057328,0.0,1123.0,250719.0,3.90789781317705,0.0,921.0,145640.0,2.27005626821703,0.0,1045.0,1080.0,0.016833704817868667,0.0,153.0,375451.0,5.852066025531119,0.0,781.0
"Austin, TX",749837.0,11.221912928957332,0.0,1400.0,36971.0,0.5533007078824885,0.0,922.0,256967.0,3.8457175354315387,0.0,1066.0,125217.0,1.8739729717595295,0.0,941.0,889.0,0.013304598991304869,0.0,96.0,329793.0,4.93561711489247,0.0,1365.0
"St. Louis, MO",706024.0,10.321686500394724,0.0,1164.0,31416.0,0.45928481623344347,0.0,614.0,242729.0,3.5485658314084385,0.0,1148.0,112517.0,1.6449372825355983,0.0,952.0,1126.0,0.016461506973480308,0.0,228.0,318236.0,4.652437063243765,0.0,828.0
"Cleveland, OH",671923.0,13.54328502610203,0.0,1654.0,39034.0,0.7867695966782899,0.0,1226.0,215800.0,4.349666418075907,0.0,1130.0,111304.0,2.243444258561264,0.0,1523.0,441.0,0.008888799306633341,0.0,91.0,305344.0,6.154515953479935,0.0,918.0
"Cincinnati, OH",660364.0,13.687151532737786,0.0,1296.0,35826.0,0.7425539411776898,0.0,1055.0,179977.0,3.7303252015669366,0.0,1222.0,107426.0,2.2265840363131386,0.0,835.0,451.0,0.009347731465168818,0.0,87.0,336684.0,6.978340622214852,0.0,997.0
"New Orleans, LA",654449.0,11.251207729468598,0.0,1076.0,34815.0,0.5985352519469802,0.0,792.0,209964.0,3.6096755892516375,0.0,797.0,128578.0,2.2104973610466416,0.0,998.0,925.0,0.015902487664827134,0.0,278.0,280167.0,4.816597039558513,0.0,1010.0
"Dallas, TX",636076.0,8.603062107768881,0.0,586.0,18988.0,0.2568167063406189,0.0,586.0,187200.0,2.531919497944168,0.0,477.0,148224.0,2.0047608742696386,0.0,494.0,1970.0,0.026644665656784246,0.0,262.0,279694.0,3.7829203635576714,0.0,408.0
"Pittsburgh, PA",600660.0,11.91809361296851,0.0,1405.0,37177.0,0.7376535248715252,0.0,946.0,193710.0,3.8435286414412984,0.0,968.0,90583.0,1.7973174070914106,0.0,1106.0,1244.0,0.02468302942518701,0.0,221.0,277946.0,5.51491101013909,0.0,1390.0
"Indianapolis, IN",598264.0,12.176666938044452,0.0,1347.0,33189.0,0.6755067980135147,0.0,822.0,201202.0,4.095131482536839,0.0,1336.0,93115.0,1.8952006838720183,0.0,871.0,1051.0,0.021391353903769436,0.0,238.0,269707.0,5.48943661971831,0.0,810.0
"Kansas City, MO",576307.0,10.485172112655556,0.0,1121.0,35847.0,0.6521905247070809,0.0,989.0,202108.0,3.677097736700386,0.0,1121.0,88867.0,1.6168219198020521,0.0,484.0,835.0,0.015191761880503602,0.0,207.0,248650.0,4.523870169565534,0.0,762.0
"Columbus, OH",568846.0,11.624997445486686,0.0,1442.0,29222.0,0.5971839045225104,0.0,744.0,193732.0,3.9591277869740256,0.0,1442.0,89721.0,1.8335479124517198,0.0,1056.0,622.0,0.012711258251078005,0.0,76.0,255549.0,5.222426583287352,0.0,1083.0
"Portland, OR",534682.0,8.562584075331497,0.0,1182.0,23689.0,0.3793639100634168,0.0,963.0,183092.0,2.9320991608481197,0.0,1182.0,84691.0,1.356271219012235,0.0,445.0,1649.0,0.026407661264492985,0.0,152.0,241561.0,3.8684421241432325,0.0,559.0
"San Jose, CA",500497.0,7.972617359861095,0.0,984.0,10477.0,0.16689233317934912,0.0,295.0,177981.0,2.8351307007343456,0.0,984.0,67495.0,1.0751549134237062,0.0,628.0,1200.0,0.019115281074278796,0.0,159.0,243344.0,3.876324131449416,0.0,502.0
"Sacramento, CA",472916.0,9.185688757672287,0.0,1178.0,18906.0,0.36722088415818505,0.0,875.0,163963.0,3.184737005671665,0.0,1086.0,49437.0,0.9602400745862792,0.0,437.0,816.0,0.01584958433688136,0.0,100.0,239794.0,4.657641208919276,0.0,793.0
"San Antonio, TX",439742.0,10.797839165131982,0.0,1140.0,25664.0,0.6301780233271946,0.0,547.0,157245.0,3.861141804788214,0.0,1140.0,63422.0,1.5573235113566606,0.0,348.0,667.0,0.016378146101903007,0.0,208.0,192744.0,4.7328176795580115,0.0,724.0
"Oakland, CA",439144.0,8.282141712087208,0.0,1038.0,6774.0,0.12775587952398015,0.0,506.0,155185.0,2.9267487694019576,0.0,1037.0,64974.0,1.2253927540878486,0.0,847.0,2055.0,0.03875676593176546,0.0,276.0,210156.0,3.9634875431416554,0.0,937.0
"Jacksonville, FL",414947.0,12.226258876219099,0.0,1223.0,17580.0,0.5179881552196588,0.0,831.0,156299.0,4.6052918471375115,0.0,1223.0,74105.0,2.1834762367777483,0.0,1078.0,469.0,0.013818910398067121,0.0,69.0,166494.0,4.905683726686114,0.0,934.0
"Fort Myers, FL",413794.0,12.003771176607101,0.0,1295.0,19049.0,0.5525934091436528,0.0,659.0,145552.0,4.22232536551404,0.0,856.0,86811.0,2.5183047110698538,0.0,987.0,285.0,0.008267579484799257,0.0,51.0,162097.0,4.702280111394755,0.0,1246.0
"San Juan, PR",392094.0,14.613469494241736,0.0,1068.0,15690.0,0.5847713465767209,0.0,349.0,169848.0,6.330289590399165,0.0,981.0,66273.0,2.4700160262383064,0.0,679.0,1360.0,0.05068763743431106,0.0,233.0,138923.0,5.177704893593232,0.0,782.0
"West Palm Beach/Palm Beach, FL",381914.0,14.65180695158444,0.0,827.0,14601.0,0.5601549911762449,0.0,636.0,134199.0,5.148430906161283,0.0,745.0,76135.0,2.920854753318499,0.0,402.0,372.0,0.01427146474334382,0.0,111.0,156607.0,6.008094836185069,0.0,506.0
"Milwaukee, WI",370210.0,11.983620884990128,0.0,1237.0,17973.0,0.5817822807755803,0.0,851.0,122792.0,3.9747515618424885,0.0,817.0,51186.0,1.6568801993979219,0.0,1237.0,347.0,0.011232318000841615,0.0,62.0,177912.0,5.758974524973295,0.0,1082.0
"Honolulu, HI",359270.0,6.890354998945168,0.0,1507.0,11660.0,0.22362440306093093,0.0,915.0,182955.0,3.508851000172609,0.0,1507.0,45201.0,0.8668993690186226,0.0,481.0,677.0,0.01298402408852918,0.0,88.0,118777.0,2.277996202604476,0.0,690.0
"Hartford, CT",354562.0,12.353646214417616,0.0,906.0,21940.0,0.7644332950071426,0.0,747.0,127786.0,4.452318734538866,0.0,906.0,47270.0,1.6469809414306122,0.0,551.0,681.0,0.023727396257970105,0.0,220.0,156885.0,5.466185847183025,0.0,617.0
"Richmond, VA",336171.0,13.552003547528823,0.0,1221.0,22669.0,0.9138514875433363,0.0,1158.0,123364.0,4.973151656857212,0.0,1041.0,51016.0,2.05659920986858,0.0,1003.0,475.0,0.019148593082318793,0.0,133.0,138647.0,5.589252600177376,0.0,1013.0
"Norfolk, VA",332180.0,13.424126086077996,0.0,1092.0,18331.0,0.7407961204283694,0.0,502.0,107563.0,4.346857951101232,0.0,1080.0,55339.0,2.2363709840371793,0.0,453.0,546.0,0.022065063649222064,0.0,395.0,150401.0,6.078035966861992,0.0,821.0
"Oklahoma City, OK",331784.0,13.749854952341483,0.0,1083.0,26504.0,1.0983837546622461,0.0,1083.0,111906.0,4.637629506837961,0.0,965.0,49961.0,2.0704931620389555,0.0,978.0,191.0,0.007915457936179031,0.0,45.0,143222.0,5.935433070866142,0.0,845.0
"Buffalo, NY",331671.0,13.344773477106301,0.0,1133.0,15420.0,0.6204232719079423,0.0,976.0,127476.0,5.128993320994608,0.0,1133.0,43741.0,1.7599179206566347,0.0,700.0,540.0,0.021726885008449343,0.0,212.0,144494.0,5.813712078538666,0.0,916.0
"Santa Ana, CA",324803.0,7.960467624136072,0.0,1475.0,16034.0,0.3929709327974119,0.0,826.0,116070.0,2.8447134944365473,0.0,1030.0,55726.0,1.3657663840007843,0.0,1056.0,450.0,0.011028871133767952,0.0,50.0,136523.0,3.3459879417675604,0.0,1466.0
"Memphis, TN",312273.0,12.100321618165614,0.0,1414.0,19332.0,0.7490990816445151,0.0,939.0,112338.0,4.353004998643779,0.0,1414.0,51852.0,2.0092223040260393,0.0,774.0,298.0,0.011547254620839307,0.0,71.0,128453.0,4.977447979230441,0.0,1227.0
"Charleston, SC",309997.0,12.056041690973437,0.0,1016.0,18956.0,0.7372146385097033,0.0,603.0,108266.0,4.210554972193054,0.0,986.0,49581.0,1.928246412320616,0.0,816.0,287.0,0.01116166919457084,0.0,110.0,132907.0,5.168863998755493,0.0,627.0
"Omaha, NE",300417.0,11.573195161414592,0.0,1003.0,20112.0,0.7747900454580476,0.0,636.0,100320.0,3.8647045226905,0.0,1003.0,45362.0,1.7475152168888204,0.0,613.0,420.0,0.016179983049541567,0.0,136.0,134203.0,5.170005393327683,0.0,644.0
"Louisville, KY",295886.0,12.160364951504192,0.0,1083.0,15355.0,0.6310619759986849,0.0,651.0,105166.0,4.322127239848759,0.0,883.0,43492.0,1.7874404076935722,0.0,361.0,788.0,0.032385336182804536,0.0,307.0,131085.0,5.387349991780371,0.0,397.0
"Burbank, CA",284843.0,8.927288682734197,0.0,927.0,7732.0,0.242329269439308,0.0,498.0,105994.0,3.32196696649638,0.0,846.0,36858.0,1.1551697119754285,0.0,792.0,1194.0,0.037421255523866236,0.0,153.0,133065.0,4.170401479299214,0.0,444.0
"Knoxville, TN",275905.0,15.29915714761007,0.0,1374.0,17139.0,0.9503715204613508,0.0,697.0,88787.0,4.923311522679383,0.0,901.0,42890.0,2.3782854607962736,0.0,771.0,124.0,0.0068759010757458135,0.0,57.0,126965.0,7.040312742597316,0.0,1217.0
"Birmingham, AL",260629.0,13.38068590204333,0.0,1189.0,17046.0,0.8751411849265839,0.0,870.0,89414.0,4.590512372933566,0.0,1180.0,38810.0,1.9925043638977307,0.0,748.0,701.0,0.03598932128555293,0.0,254.0,114658.0,5.886538658999897,0.0,819.0
"Grand Rapids, MI",259175.0,13.501510731402375,0.0,972.0,18275.0,0.9520212544280058,0.0,757.0,89183.0,4.645915815794957,0.0,972.0,44823.0,2.335017712023338,0.0,585.0,469.0,0.02443217336945197,0.0,217.0,106425.0,5.544123775786622,0.0,941.0
"Albuquerque, NM",253237.0,10.668899561846983,0.0,1125.0,11496.0,0.48432760364004046,0.0,534.0,100924.0,4.251937984496124,0.0,1124.0,32637.0,1.375,0.0,694.0,575.0,0.02422480620155039,0.0,108.0,107605.0,4.5334091675092685,0.0,855.0
"Savannah, GA",234042.0,13.267687074829931,0.0,1299.0,18768.0,1.0639455782312925,0.0,689.0,76103.0,4.314229024943311,0.0,1266.0,37680.0,2.1360544217687076,0.0,683.0,188.0,0.010657596371882086,0.0,52.0,101303.0,5.7428004535147394,0.0,1228.0
"Ontario, CA",223354.0,9.877238756467518,0.0,820.0,7143.0,0.31588024587626584,0.0,442.0,80980.0,3.5811259010303806,0.0,695.0,22568.0,0.9980099942510945,0.0,146.0,306.0,0.01353203909255738,0.0,42.0,112357.0,4.96869057621722,0.0,450.0
"Tucson, AZ",222977.0,11.54902367017144,0.0,1460.0,8860.0,0.4589009167659398,0.0,638.0,83743.0,4.337442378411975,0.0,1460.0,28990.0,1.5015279432330242,0.0,554.0,641.0,0.03320039363961257,0.0,176.0,100743.0,5.217952038120889,0.0,726.0
"Providence, RI",220359.0,12.136979510905485,0.0,665.0,10039.0,0.5529301608283763,0.0,467.0,81126.0,4.46827495042961,0.0,549.0,30539.0,1.6820334875523244,0.0,492.0,1246.0,0.06862745098039216,0.0,475.0,97409.0,5.365113461114783,0.0,491.0
"Dayton, OH",215513.0,15.577376219732562,0.0,1091.0,15369.0,1.1108782074448862,0.0,1017.0,66779.0,4.826816046259487,0.0,1091.0,29642.0,2.142537043729671,0.0,231.0,139.0,0.010046982291290207,0.0,67.0,103584.0,7.487097940007228,0.0,989.0
"Des Moines, IA",210173.0,12.401782026317342,0.0,1412.0,17467.0,1.0306838968549006,0.0,679.0,69324.0,4.09063551070986,0.0,1412.0,32950.0,1.944296925709565,0.0,209.0,162.0,0.009559214020180564,0.0,57.0,90270.0,5.326606479022836,0.0,1014.0
"Greer, SC",209225.0,13.059422008613694,0.0,1035.0,13606.0,0.8492603457961425,0.0,964.0,70876.0,4.423943574059048,0.0,919.0,32880.0,2.052306347918357,0.0,805.0,137.0,0.008551276449659822,0.0,35.0,91726.0,5.725360464390487,0.0,419.0
"El Paso, TX",201952.0,11.84330283837673,0.0,997.0,9383.0,0.550258034248182,0.0,851.0,77085.0,4.520584095707249,0.0,739.0,23034.0,1.3508092892329346,0.0,223.0,235.0,0.013781374618813043,0.0,54.0,92215.0,5.407870044569552,0.0,990.0
"Tulsa, OK",201791.0,11.812386583152842,0.0,1007.0,15745.0,0.9216765205174735,0.0,918.0,69606.0,4.07457706491834,0.0,941.0,31368.0,1.8362114382719663,0.0,1000.0,83.0,0.0048586313879295205,0.0,23.0,84989.0,4.975062928057133,0.0,613.0
"Rochester, NY",199171.0,13.654006992527593,0.0,1068.0,12526.0,0.8587098101048879,0.0,1068.0,70951.0,4.863988482895729,0.0,985.0,32310.0,2.214985946390622,0.0,829.0,700.0,0.047987934462192364,0.0,332.0,82684.0,5.668334818674162,0.0,724.0
"White Plains, NY",197133.0,16.969355255229406,0.0,1014.0,14093.0,1.2131359214943618,0.0,1010.0,74330.0,6.398381682017733,0.0,950.0,26827.0,2.30928811224929,0.0,609.0,354.0,0.030472583283119567,0.0,131.0,81529.0,7.018076956184902,0.0,478.0
"Greensboro/High Point, NC",196799.0,13.451742993848256,0.0,1199.0,13426.0,0.9177033492822967,0.0,782.0,52405.0,3.5820232399179766,0.0,1194.0,37052.0,2.5326042378673956,0.0,695.0,61.0,0.004169514695830485,0.0,33.0,93855.0,6.415242652084757,0.0,844.0
"Syracuse, NY",195578.0,13.823720667232118,0.0,800.0,9792.0,0.6921119592875318,0.0,660.0,65909.0,4.658538309301668,0.0,789.0,29773.0,2.1043963811139386,0.0,433.0,103.0,0.007280180944303082,0.0,24.0,90001.0,6.361393836584677,0.0,707.0
"Reno, NV",194646.0,9.721606233143541,0.0,1116.0,7975.0,0.39831185695734694,0.0,1105.0,71438.0,3.567975227250025,0.0,844.0,19884.0,0.9931075816601738,0.0,494.0,406.0,0.020277694536010388,0.0,156.0,94943.0,4.7419338727399865,0.0,936.0
"Boise, ID",191853.0,10.058351682919158,0.0,1215.0,10180.0,0.5337108105274195,0.0,700.0,75157.0,3.9402852049910875,0.0,1191.0,20105.0,1.0540526370976198,0.0,771.0,90.0,0.004718464926077383,0.0,36.0,86321.0,4.525584565376953,0.0,701.0
"Madison, WI",184445.0,13.126823713614689,0.0,1102.0,13713.0,0.9759447726140488,0.0,583.0,61213.0,4.35648708276991,0.0,1039.0,34214.0,2.434986833677318,0.0,902.0,86.0,0.006120560814176927,0.0,41.0,75219.0,5.353284463739236,0.0,1046.0
"Sanford, FL",182656.0,16.973887185205836,0.0,1521.0,13755.0,1.2782269305826597,0.0,827.0,65828.0,6.11727534615742,0.0,1521.0,21518.0,1.9996282873338909,0.0,466.0,827.0,0.07685159371805594,0.0,279.0,80728.0,7.501905027413809,0.0,727.0
