ORIGIN_CITY_NAME,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
"Paducah, KY",1966.0,18.373831775700936,91.0,0.8504672897196262,222.0,2.074766355140187,284.0,2.6542056074766354,0.0,0.0,1369.0,12.794392523364486
"Binghamton, NY",1927.0,31.59016393442623,78.0,1.278688524590164,1705.0,27.950819672131146,47.0,0.7704918032786885,1.0,0.01639344262295082,96.0,1.5737704918032787
"Alpena, MI",1914.0,36.113207547169814,1074.0,20.264150943396228,80.0,1.509433962264151,137.0,2.5849056603773586,9.0,0.16981132075471697,614.0,11.584905660377359
"Harlingen/San Benito, TX",1907.0,5.778787878787878,315.0,0.9545454545454546,189.0,0.5727272727272728,325.0,0.9848484848484849,0.0,0.0,1078.0,3.2666666666666666
"Mosinee, WI",1882.0,9.802083333333334,346.0,1.8020833333333333,488.0,2.5416666666666665,628.0,3.2708333333333335,0.0,0.0,420.0,2.1875
"Gillette, WY",1812.0,31.24137931034483,0.0,0.0,1254.0,21.620689655172413,260.0,4.482758620689655,0.0,0.0,298.0,5.137931034482759
"Plattsburgh, NY",1779.0,15.883928571428571,16.0,0.14285714285714285,1154.0,10.303571428571429,368.0,3.2857142857142856,0.0,0.0,241.0,2.1517857142857144
"Redding, CA",1776.0,18.5,0.0,0.0,0.0,0.0,1129.0,11.760416666666666,0.0,0.0,647.0,6.739583333333333
"Bellingham, WA",1766.0,9.443850267379679,2.0,0.0106951871657754,105.0,0.5614973262032086,937.0,5.010695187165775,7.0,0.0374331550802139,715.0,3.823529411764706
"Alexandria, LA",1763.0,6.913725490196079,84.0,0.32941176470588235,241.0,0.9450980392156862,863.0,3.384313725490196,1.0,0.00392156862745098,574.0,2.2509803921568627
"La Crosse, WI",1755.0,11.546052631578947,108.0,0.7105263157894737,146.0,0.9605263157894737,683.0,4.493421052631579,0.0,0.0,818.0,5.381578947368421
"Clarksburg/Fairmont, WV",1735.0,25.895522388059703,33.0,0.4925373134328358,581.0,8.671641791044776,509.0,7.597014925373134,0.0,0.0,612.0,9.134328358208956
"State College, PA",1735.0,19.49438202247191,0.0,0.0,785.0,8.820224719101123,675.0,7.584269662921348,0.0,0.0,275.0,3.0898876404494384
"Cape Girardeau, MO",1730.0,21.89873417721519,3.0,0.0379746835443038,285.0,3.607594936708861,413.0,5.227848101265823,0.0,0.0,1029.0,13.025316455696203
"Belleville, IL",1716.0,29.586206896551722,980.0,16.896551724137932,114.0,1.9655172413793103,226.0,3.896551724137931,0.0,0.0,396.0,6.827586206896552
"Brownsville, TX",1714.0,9.117021276595745,0.0,0.0,436.0,2.3191489361702127,287.0,1.5265957446808511,0.0,0.0,991.0,5.2712765957446805
"Fairbanks, AK",1698.0,4.810198300283286,242.0,0.6855524079320113,765.0,2.1671388101983005,200.0,0.56657223796034,0.0,0.0,491.0,1.3909348441926346
"College Station/Bryan, TX",1686.0,9.418994413407821,7.0,0.03910614525139665,297.0,1.6592178770949721,468.0,2.6145251396648046,0.0,0.0,914.0,5.106145251396648
"St. George, UT",1635.0,5.431893687707642,15.0,0.04983388704318937,660.0,2.1926910299003324,407.0,1.3521594684385383,0.0,0.0,553.0,1.8372093023255813
"Idaho Falls, ID",1624.0,12.119402985074627,0.0,0.0,699.0,5.2164179104477615,389.0,2.9029850746268657,0.0,0.0,536.0,4.0
"Eau Claire, WI",1585.0,25.56451612903226,0.0,0.0,331.0,5.338709677419355,599.0,9.661290322580646,0.0,0.0,655.0,10.564516129032258
"Joplin, MO",1567.0,25.274193548387096,0.0,0.0,663.0,10.693548387096774,318.0,5.129032258064516,0.0,0.0,586.0,9.451612903225806
"Lewisburg, WV",1565.0,30.096153846153847,339.0,6.519230769230769,255.0,4.903846153846154,259.0,4.980769230769231,0.0,0.0,712.0,13.692307692307692
"Sun Valley/Hailey/Ketchum, ID",1560.0,8.082901554404145,20.0,0.10362694300518134,466.0,2.4145077720207255,319.0,1.6528497409326426,0.0,0.0,755.0,3.911917098445596
"Billings, MT",1541.0,5.859315589353612,17.0,0.06463878326996197,454.0,1.726235741444867,463.0,1.7604562737642586,0.0,0.0,607.0,2.307984790874525
"Fort Smith, AR",1531.0,9.167664670658683,37.0,0.2215568862275449,781.0,4.676646706586826,321.0,1.9221556886227544,0.0,0.0,392.0,2.3473053892215567
"New Haven, CT",1435.0,20.797101449275363,160.0,2.318840579710145,556.0,8.057971014492754,188.0,2.7246376811594204,0.0,0.0,531.0,7.695652173913044
"Santa Rosa, CA",1431.0,9.352941176470589,12.0,0.0784313725490196,706.0,4.61437908496732,104.0,0.6797385620915033,0.0,0.0,609.0,3.980392156862745
"Cheyenne, WY",1421.0,45.83870967741935,0.0,0.0,481.0,15.516129032258064,120.0,3.870967741935484,0.0,0.0,820.0,26.451612903225808
"Vernal, UT",1416.0,26.71698113207547,0.0,0.0,20.0,0.37735849056603776,197.0,3.7169811320754715,0.0,0.0,1199.0,22.62264150943396
"Dubuque, IA",1395.0,15.5,148.0,1.6444444444444444,37.0,0.4111111111111111,419.0,4.655555555555556,0.0,0.0,791.0,8.78888888888889
"Quincy, IL",1389.0,23.948275862068964,171.0,2.9482758620689653,180.0,3.103448275862069,179.0,3.086206896551724,0.0,0.0,859.0,14.810344827586206
"Lincoln, NE",1344.0,10.926829268292684,22.0,0.17886178861788618,641.0,5.211382113821138,293.0,2.3821138211382116,0.0,0.0,388.0,3.154471544715447
"Niagara Falls, NY",1335.0,27.8125,67.0,1.3958333333333333,265.0,5.520833333333333,740.0,15.416666666666666,0.0,0.0,263.0,5.479166666666667
"Flagstaff, AZ",1334.0,11.401709401709402,1.0,0.008547008547008548,355.0,3.034188034188034,121.0,1.0341880341880343,0.0,0.0,857.0,7.3247863247863245
"Brainerd, MN",1334.0,24.703703703703702,1114.0,20.62962962962963,16.0,0.2962962962962963,81.0,1.5,0.0,0.0,123.0,2.2777777777777777
"Dothan, AL",1320.0,11.478260869565217,0.0,0.0,652.0,5.6695652173913045,180.0,1.565217391304348,0.0,0.0,488.0,4.243478260869566
"Grand Island, NE",1300.0,13.131313131313131,87.0,0.8787878787878788,269.0,2.717171717171717,289.0,2.919191919191919,0.0,0.0,655.0,6.616161616161616
"Staunton, VA",1266.0,21.82758620689655,0.0,0.0,744.0,12.827586206896552,90.0,1.5517241379310345,0.0,0.0,432.0,7.448275862068965
"Hattiesburg/Laurel, MS",1214.0,19.580645161290324,250.0,4.032258064516129,49.0,0.7903225806451613,84.0,1.3548387096774193,0.0,0.0,831.0,13.403225806451612
"Missoula, MT",1213.0,5.694835680751174,94.0,0.4413145539906103,391.0,1.835680751173709,259.0,1.215962441314554,0.0,0.0,469.0,2.2018779342723005
"Watertown, NY",1212.0,19.548387096774192,105.0,1.6935483870967742,317.0,5.112903225806452,102.0,1.6451612903225807,0.0,0.0,688.0,11.096774193548388
"Wrangell, AK",1196.0,19.29032258064516,74.0,1.1935483870967742,630.0,10.161290322580646,110.0,1.7741935483870968,0.0,0.0,382.0,6.161290322580645
"Rock Springs, WY",1126.0,18.161290322580644,0.0,0.0,222.0,3.5806451612903225,155.0,2.5,0.0,0.0,749.0,12.080645161290322
"Jacksonville/Camp Lejeune, NC",1115.0,4.255725190839694,0.0,0.0,142.0,0.5419847328244275,201.0,0.767175572519084,0.0,0.0,772.0,2.946564885496183
"Laramie, WY",1085.0,20.471698113207548,0.0,0.0,572.0,10.79245283018868,163.0,3.0754716981132075,0.0,0.0,350.0,6.60377358490566
"Daytona Beach, FL",1063.0,4.088461538461538,67.0,0.25769230769230766,346.0,1.3307692307692307,85.0,0.3269230769230769,0.0,0.0,565.0,2.173076923076923
"Lake Charles, LA",1061.0,6.27810650887574,105.0,0.621301775147929,331.0,1.9585798816568047,237.0,1.4023668639053255,0.0,0.0,388.0,2.2958579881656807
"Waterloo, IA",1054.0,19.51851851851852,0.0,0.0,405.0,7.5,394.0,7.296296296296297,0.0,0.0,255.0,4.722222222222222
"Columbus, GA",1047.0,12.614457831325302,251.0,3.0240963855421685,192.0,2.3132530120481927,56.0,0.6746987951807228,0.0,0.0,548.0,6.602409638554217
"Del Rio, TX",1045.0,17.131147540983605,457.0,7.491803278688525,459.0,7.524590163934426,61.0,1.0,0.0,0.0,68.0,1.1147540983606556
"Williston, ND",1039.0,15.984615384615385,332.0,5.107692307692307,479.0,7.369230769230769,17.0,0.26153846153846155,0.0,0.0,211.0,3.246153846153846
"Lawton/Fort Sill, OK",1010.0,9.619047619047619,17.0,0.1619047619047619,159.0,1.5142857142857142,185.0,1.7619047619047619,0.0,0.0,649.0,6.180952380952381
"Ponce, PR",1007.0,15.492307692307692,0.0,0.0,113.0,1.7384615384615385,116.0,1.7846153846153847,0.0,0.0,778.0,11.96923076923077
"Rhinelander, WI",987.0,15.919354838709678,0.0,0.0,490.0,7.903225806451613,173.0,2.7903225806451615,0.0,0.0,324.0,5.225806451612903
"New Bern/Morehead/Beaufort, NC",956.0,5.281767955801105,0.0,0.0,559.0,3.088397790055249,51.0,0.281767955801105,0.0,0.0,346.0,1.9116022099447514
"Erie, PA",943.0,12.407894736842104,224.0,2.9473684210526314,17.0,0.2236842105263158,32.0,0.42105263157894735,0.0,0.0,670.0,8.81578947368421
"Hilo, HI",929.0,1.9394572025052192,24.0,0.05010438413361169,111.0,0.23173277661795408,55.0,0.11482254697286012,0.0,0.0,739.0,1.5427974947807934
"Hancock/Houghton, MI",912.0,14.709677419354838,145.0,2.338709677419355,106.0,1.7096774193548387,496.0,8.0,0.0,0.0,165.0,2.661290322580645
"Muskegon, MI",861.0,13.887096774193548,0.0,0.0,258.0,4.161290322580645,164.0,2.6451612903225805,0.0,0.0,439.0,7.080645161290323
"CONCORD, NC",825.0,11.301369863013699,0.0,0.0,59.0,0.8082191780821918,228.0,3.1232876712328768,0.0,0.0,538.0,7.36986301369863
"Sioux City, IA",824.0,7.103448275862069,107.0,0.9224137931034483,170.0,1.4655172413793103,270.0,2.3275862068965516,0.0,0.0,277.0,2.3879310344827585
"Stockton, CA",808.0,15.538461538461538,31.0,0.5961538461538461,100.0,1.9230769230769231,72.0,1.3846153846153846,0.0,0.0,605.0,11.634615384615385
"Aberdeen, SD",799.0,12.887096774193548,324.0,5.225806451612903,332.0,5.354838709677419,42.0,0.6774193548387096,0.0,0.0,101.0,1.6290322580645162
"Bethel, AK",795.0,11.357142857142858,2.0,0.02857142857142857,147.0,2.1,52.0,0.7428571428571429,38.0,0.5428571428571428,556.0,7.942857142857143
"Moab, UT",772.0,14.846153846153847,0.0,0.0,0.0,0.0,145.0,2.7884615384615383,0.0,0.0,627.0,12.057692307692308
"Garden City, KS",761.0,12.274193548387096,520.0,8.387096774193548,47.0,0.7580645161290323,175.0,2.8225806451612905,0.0,0.0,19.0,0.3064516129032258
"Provo, UT",757.0,16.456521739130434,44.0,0.9565217391304348,37.0,0.8043478260869565,152.0,3.3043478260869565,0.0,0.0,524.0,11.391304347826088
"Butte, MT",707.0,12.189655172413794,405.0,6.982758620689655,162.0,2.793103448275862,5.0,0.08620689655172414,0.0,0.0,135.0,2.3275862068965516
"Cordova, AK",699.0,11.65,0.0,0.0,24.0,0.4,60.0,1.0,0.0,0.0,615.0,10.25
"Latrobe, PA",677.0,8.358024691358025,0.0,0.0,31.0,0.38271604938271603,299.0,3.691358024691358,0.0,0.0,347.0,4.283950617283951
"Wichita Falls, TX",673.0,7.6477272727272725,16.0,0.18181818181818182,396.0,4.5,89.0,1.0113636363636365,0.0,0.0,172.0,1.9545454545454546
"Tyler, TX",661.0,5.698275862068965,93.0,0.8017241379310345,11.0,0.09482758620689655,173.0,1.4913793103448276,1.0,0.008620689655172414,383.0,3.3017241379310347
"San Angelo, TX",645.0,4.813432835820896,4.0,0.029850746268656716,127.0,0.9477611940298507,134.0,1.0,0.0,0.0,380.0,2.8358208955223883
"St. Cloud, MN",644.0,35.77777777777778,0.0,0.0,609.0,33.833333333333336,10.0,0.5555555555555556,7.0,0.3888888888888889,18.0,1.0
"Sitka, AK",642.0,7.379310344827586,101.0,1.160919540229885,416.0,4.781609195402299,48.0,0.5517241379310345,0.0,0.0,77.0,0.8850574712643678
"Petersburg, AK",620.0,10.0,57.0,0.9193548387096774,59.0,0.9516129032258065,163.0,2.629032258064516,0.0,0.0,341.0,5.5
"Beaumont/Port Arthur, TX",609.0,7.518518518518518,106.0,1.308641975308642,33.0,0.4074074074074074,217.0,2.6790123456790123,0.0,0.0,253.0,3.123456790123457
"Hobbs, NM",605.0,10.431034482758621,0.0,0.0,48.0,0.8275862068965517,523.0,9.017241379310345,0.0,0.0,34.0,0.5862068965517241
"Ogdensburg, NY",604.0,54.90909090909091,0.0,0.0,0.0,0.0,191.0,17.363636363636363,0.0,0.0,413.0,37.54545454545455
"Hibbing, MN",600.0,11.11111111111111,195.0,3.611111111111111,161.0,2.9814814814814814,58.0,1.0740740740740742,0.0,0.0,186.0,3.4444444444444446
"Melbourne, FL",586.0,2.7772511848341233,0.0,0.0,175.0,0.8293838862559242,5.0,0.023696682464454975,0.0,0.0,406.0,1.9241706161137442
"Brunswick, GA",564.0,6.714285714285714,299.0,3.5595238095238093,0.0,0.0,68.0,0.8095238095238095,0.0,0.0,197.0,2.3452380952380953
"Elko, NV",561.0,9.672413793103448,526.0,9.068965517241379,0.0,0.0,9.0,0.15517241379310345,0.0,0.0,26.0,0.4482758620689655
"Christiansted, VI",556.0,6.318181818181818,0.0,0.0,250.0,2.840909090909091,127.0,1.4431818181818181,0.0,0.0,179.0,2.034090909090909
"Valdosta, GA",552.0,6.344827586206897,330.0,3.793103448275862,0.0,0.0,39.0,0.4482758620689655,0.0,0.0,183.0,2.103448275862069
"Helena, MT",539.0,4.9,0.0,0.0,299.0,2.7181818181818183,219.0,1.990909090909091,0.0,0.0,21.0,0.19090909090909092
"Cody, WY",539.0,8.983333333333333,0.0,0.0,0.0,0.0,112.0,1.8666666666666667,1.0,0.016666666666666666,426.0,7.1
"Yuma, AZ",538.0,4.678260869565217,0.0,0.0,271.0,2.356521739130435,140.0,1.2173913043478262,0.0,0.0,127.0,1.1043478260869566
"Pueblo, CO",535.0,6.6875,0.0,0.0,0.0,0.0,111.0,1.3875,0.0,0.0,424.0,5.3
"Kodiak, AK",533.0,10.056603773584905,0.0,0.0,48.0,0.9056603773584906,23.0,0.4339622641509434,0.0,0.0,462.0,8.716981132075471
"Kearney, NE",518.0,9.773584905660377,0.0,0.0,344.0,6.490566037735849,165.0,3.1132075471698113,0.0,0.0,9.0,0.16981132075471697
"Gunnison, CO",514.0,11.681818181818182,0.0,0.0,45.0,1.0227272727272727,47.0,1.0681818181818181,0.0,0.0,422.0,9.590909090909092
"Albany, GA",511.0,6.083333333333333,1.0,0.011904761904761904,139.0,1.6547619047619047,41.0,0.4880952380952381,0.0,0.0,330.0,3.9285714285714284
"Texarkana, AR",509.0,5.850574712643678,1.0,0.011494252873563218,215.0,2.471264367816092,85.0,0.9770114942528736,0.0,0.0,208.0,2.3908045977011496
"Liberal, KS",493.0,9.30188679245283,0.0,0.0,85.0,1.6037735849056605,156.0,2.943396226415094,0.0,0.0,252.0,4.754716981132075
"Cedar City, UT",473.0,8.75925925925926,0.0,0.0,0.0,0.0,160.0,2.962962962962963,0.0,0.0,313.0,5.796296296296297
"Hilton Head, SC",464.0,5.2727272727272725,0.0,0.0,7.0,0.07954545454545454,151.0,1.7159090909090908,0.0,0.0,306.0,3.477272727272727
"Portsmouth, NH",413.0,12.515151515151516,20.0,0.6060606060606061,32.0,0.9696969696969697,256.0,7.757575757575758,0.0,0.0,105.0,3.1818181818181817
"Kotzebue, AK",378.0,6.096774193548387,70.0,1.1290322580645162,26.0,0.41935483870967744,0.0,0.0,0.0,0.0,282.0,4.548387096774194
"Columbus, MS",374.0,4.506024096385542,0.0,0.0,243.0,2.927710843373494,18.0,0.21686746987951808,0.0,0.0,113.0,1.3614457831325302
"Yakutat, AK",369.0,6.15,24.0,0.4,0.0,0.0,64.0,1.0666666666666667,0.0,0.0,281.0,4.683333333333334
"Santa Maria, CA",362.0,21.294117647058822,29.0,1.7058823529411764,139.0,8.176470588235293,67.0,3.9411764705882355,0.0,0.0,127.0,7.470588235294118
"Saipan, TT",362.0,8.829268292682928,13.0,0.3170731707317073,84.0,2.048780487804878,77.0,1.8780487804878048,0.0,0.0,188.0,4.585365853658536
"Ashland, WV",356.0,17.8,0.0,0.0,84.0,4.2,33.0,1.65,0.0,0.0,239.0,11.95
"Owensboro, KY",353.0,39.22222222222222,161.0,17.88888888888889,47.0,5.222222222222222,18.0,2.0,0.0,0.0,127.0,14.11111111111111
"Hagerstown, MD",343.0,34.3,7.0,0.7,17.0,1.7,15.0,1.5,0.0,0.0,304.0,30.4
"Newport News/Williamsburg, VA",331.0,2.8290598290598292,0.0,0.0,159.0,1.358974358974359,35.0,0.29914529914529914,0.0,0.0,137.0,1.170940170940171
"Guam, TT",328.0,4.555555555555555,0.0,0.0,309.0,4.291666666666667,13.0,0.18055555555555555,0.0,0.0,6.0,0.08333333333333333
"Pocatello, ID",321.0,3.4516129032258065,22.0,0.23655913978494625,0.0,0.0,107.0,1.1505376344086022,0.0,0.0,192.0,2.064516129032258
"Prescott, AZ",318.0,5.129032258064516,0.0,0.0,60.0,0.967741935483871,156.0,2.5161290322580645,0.0,0.0,102.0,1.6451612903225807
"Waco, TX",288.0,2.4827586206896552,0.0,0.0,170.0,1.4655172413793103,53.0,0.45689655172413796,0.0,0.0,65.0,0.5603448275862069
"Ogden, UT",287.0,35.875,9.0,1.125,8.0,1.0,38.0,4.75,0.0,0.0,232.0,29.0
"North Bend/Coos Bay, OR",279.0,9.0,0.0,0.0,0.0,0.0,97.0,3.129032258064516,0.0,0.0,182.0,5.870967741935484
"International Falls, MN",262.0,4.943396226415095,0.0,0.0,0.0,0.0,49.0,0.9245283018867925,0.0,0.0,213.0,4.018867924528302
"Longview, TX",214.0,3.6271186440677967,0.0,0.0,14.0,0.23728813559322035,100.0,1.694915254237288,0.0,0.0,100.0,1.694915254237288
"North Platte, NE",194.0,3.660377358490566,0.0,0.0,0.0,0.0,123.0,2.3207547169811322,0.0,0.0,71.0,1.3396226415094339
"Nome, AK",193.0,3.1129032258064515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,3.1129032258064515
"Scottsbluff, NE",143.0,2.69811320754717,0.0,0.0,0.0,0.0,71.0,1.3396226415094339,0.0,0.0,72.0,1.3584905660377358
"Deadhorse, AK",122.0,1.4352941176470588,27.0,0.3176470588235294,2.0,0.023529411764705882,32.0,0.3764705882352941,0.0,0.0,61.0,0.7176470588235294
"Lewiston, ID",111.0,1.734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1.734375
"Elmira/Corning, NY",78.0,2.2941176470588234,0.0,0.0,20.0,0.5882352941176471,51.0,1.5,0.0,0.0,7.0,0.20588235294117646
"Barrow, AK",60.0,0.967741935483871,50.0,0.8064516129032258,0.0,0.0,10.0,0.16129032258064516,0.0,0.0,0.0,0.0
"Casper, WY",60.0,0.8571428571428571,20.0,0.2857142857142857,0.0,0.0,15.0,0.21428571428571427,0.0,0.0,25.0,0.35714285714285715
"Stillwater, OK",59.0,0.9516129032258065,0.0,0.0,0.0,0.0,59.0,0.9516129032258065,0.0,0.0,0.0,0.0
"Adak Island, AK",17.0,1.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.8888888888888888
"Pago Pago, TT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lynchburg, VA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
